obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('269',)",3722585264.49,8,3.65917992592,3742914144.92,3742914145.32,3722585264.49,0.0,internal_timestamp,75.236000061,1513596464.49,32.9757003784,0,10.5039997101,1025.63147482,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('270',)",3722585264.55,8,3.65917992592,3742914144.92,3742914145.32,3722585264.55,0.0,internal_timestamp,75.2200012207,1513596464.55,32.9757003784,0,10.5039997101,1025.63140218,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('271',)",3722585264.61,8,3.6591899395,3742914144.92,3742914145.32,3722585264.61,0.0,internal_timestamp,75.202003479,1513596464.61,32.9757003784,0,10.5039997101,1025.63132047,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('272',)",3722585264.67,8,3.65917992592,3742914144.92,3742914145.32,3722585264.67,0.0,internal_timestamp,75.1890029907,1513596464.67,32.9757003784,0,10.5040998459,1025.63124412,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('273',)",3722585264.73,8,3.65917992592,3742914144.92,3742914145.32,3722585264.73,0.0,internal_timestamp,75.1699981689,1513596464.73,32.9757003784,0,10.5040998459,1025.63115783,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('274',)",3722585264.8,8,3.65917992592,3742914144.92,3742914145.32,3722585264.8,0.0,internal_timestamp,75.1539993286,1513596464.8,32.9757003784,0,10.5039997101,1025.63110253,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('275',)",3722585264.86,8,3.6591899395,3742914144.92,3742914145.32,3722585264.86,0.0,internal_timestamp,75.1350021362,1513596464.86,32.9757995605,0,10.5039997101,1025.63109353,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('276',)",3722585264.92,8,3.65919995308,3742914144.92,3742914145.32,3722585264.92,0.0,internal_timestamp,75.1149978638,1513596464.92,32.9758987427,0,10.5039997101,1025.63107995,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('277',)",3722585264.98,8,3.65919995308,3742914144.92,3742914145.32,3722585264.98,0.0,internal_timestamp,75.0989990234,1513596464.98,32.9760017395,0,10.5039997101,1025.63108753,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('278',)",3722585265.05,8,3.65919995308,3742914144.92,3742914145.32,3722585265.05,0.0,internal_timestamp,75.0820007324,1513596465.05,32.9758987427,0,10.5039997101,1025.63093014,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('279',)",3722585265.11,8,3.6591899395,3742914144.92,3742914145.32,3722585265.11,0.0,internal_timestamp,75.0690002441,1513596465.11,32.9757995605,0,10.5039997101,1025.63079388,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('280',)",3722585265.17,8,3.65917992592,3742914144.92,3742914145.32,3722585265.17,0.0,internal_timestamp,75.0469970703,1513596465.17,32.9757003784,0,10.5040998459,1025.6305994,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('281',)",3722585265.23,8,3.6591899395,3742914144.92,3742914145.32,3722585265.23,0.0,internal_timestamp,75.0289993286,1513596465.23,32.9756011963,0,10.5043001175,1025.63040578,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('282',)",3722585265.3,8,3.6591899395,3742914144.92,3742914145.32,3722585265.3,0.0,internal_timestamp,75.013999939,1513596465.3,32.9754981995,0,10.5044002533,1025.63024013,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('283',)",3722585265.36,8,3.65921998024,3742914144.92,3742914145.32,3722585265.36,0.0,internal_timestamp,74.9950027466,1513596465.36,32.9756011963,0,10.5045995712,1025.63019959,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('284',)",3722585265.42,8,3.65922999382,3742914144.92,3742914145.32,3722585265.42,0.0,internal_timestamp,74.9769973755,1513596465.42,32.9757003784,0,10.504699707,1025.63017775,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('285',)",3722585265.48,8,3.65921998024,3742914144.92,3742914145.32,3722585265.48,0.0,internal_timestamp,74.9589996338,1513596465.48,32.9756011963,0,10.504699707,1025.6300188,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('286',)",3722585265.55,8,3.65920996666,3742914144.92,3742914145.32,3722585265.55,0.0,internal_timestamp,74.9449996948,1513596465.55,32.9754981995,0,10.504699707,1025.62987502,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('287',)",3722585265.61,8,3.6591899395,3742914144.92,3742914145.32,3722585265.61,0.0,internal_timestamp,74.9260025024,1513596465.61,32.9753990173,0,10.5045995712,1025.62972887,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('288',)",3722585265.67,8,3.65919995308,3742914144.92,3742914145.32,3722585265.67,0.0,internal_timestamp,74.9049987793,1513596465.67,32.9753990173,0,10.5045995712,1025.62963351,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('289',)",3722585265.73,8,3.65921998024,3742914144.92,3742914145.32,3722585265.73,0.0,internal_timestamp,74.8880004883,1513596465.73,32.9756011963,0,10.504699707,1025.62969646,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('290',)",3722585265.8,8,3.6592400074,3742914144.92,3742914145.32,3722585265.8,0.0,internal_timestamp,74.8690032959,1513596465.8,32.9758987427,0,10.504699707,1025.62984194,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('291',)",3722585265.86,8,3.65926003456,3742914144.92,3742914145.32,3722585265.86,0.0,internal_timestamp,74.8489990234,1513596465.86,32.9761009216,0,10.5045995712,1025.62992591,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('292',)",3722585265.92,8,3.65927004814,3742914144.92,3742914145.32,3722585265.92,0.0,internal_timestamp,74.8300018311,1513596465.92,32.9762992859,0,10.5044002533,1025.63002866,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('293',)",3722585265.98,8,3.65925002098,3742914144.92,3742914145.32,3722585265.98,0.0,internal_timestamp,74.8140029907,1513596465.98,32.9762992859,0,10.5043001175,1025.62997336,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('294',)",3722585266.05,8,3.65925002098,3742914144.92,3742914145.32,3722585266.05,0.0,internal_timestamp,74.7959976196,1513596466.05,32.9762992859,0,10.5043001175,1025.62989161,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('295',)",3722585266.11,8,3.65922999382,3742914144.92,3742914145.32,3722585266.11,0.0,internal_timestamp,74.7760009766,1513596466.11,32.9760017395,0,10.5043001175,1025.62956909,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('296',)",3722585266.17,8,3.65920996666,3742914144.92,3742914145.32,3722585266.17,0.0,internal_timestamp,74.7570037842,1513596466.17,32.9758987427,0,10.5044002533,1025.62938529,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('297',)",3722585266.23,8,3.65920996666,3742914144.92,3742914145.32,3722585266.23,0.0,internal_timestamp,74.7409973145,1513596466.23,32.9756011963,0,10.5045995712,1025.62904639,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('298',)",3722585266.3,8,3.65921998024,3742914144.92,3742914145.33,3722585266.3,0.0,internal_timestamp,74.7239990234,1513596466.3,32.9756011963,0,10.5047998428,1025.62893454,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('299',)",3722585266.36,8,3.65922999382,3742914144.92,3742914145.33,3722585266.36,0.0,internal_timestamp,74.7040023804,1513596466.36,32.9753990173,0,10.5051002502,1025.6286343,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('300',)",3722585266.42,8,3.65926003456,3742914144.92,3742914145.33,3722585266.42,0.0,internal_timestamp,74.6839981079,1513596466.42,32.9753990173,0,10.505399704,1025.62849163,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('301',)",3722585266.48,8,3.6592900753,3742914144.92,3742914145.33,3722585266.48,0.0,internal_timestamp,74.6650009155,1513596466.48,32.9754981995,0,10.5055999756,1025.62844796,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('302',)",3722585266.55,8,3.65930008888,3742914144.92,3742914145.33,3722585266.55,0.0,internal_timestamp,74.6480026245,1513596466.55,32.9756011963,0,10.5057001114,1025.62843366,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('303',)",3722585266.61,8,3.65930008888,3742914144.92,3742914145.33,3722585266.61,0.0,internal_timestamp,74.6279983521,1513596466.61,32.9756011963,0,10.5057001114,1025.62834284,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('304',)",3722585266.67,8,3.65931010246,3742914144.92,3742914145.33,3722585266.67,0.0,internal_timestamp,74.611000061,1513596466.67,32.9757003784,0,10.5057001114,1025.62834291,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('305',)",3722585266.73,8,3.65931010246,3742914144.92,3742914145.33,3722585266.73,0.0,internal_timestamp,74.5920028687,1513596466.73,32.9756011963,0,10.5057001114,1025.62817942,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('306',)",3722585266.84,8,3.65931010246,3742914144.92,3742914145.33,3722585266.84,0.0,internal_timestamp,74.5709991455,1513596466.84,32.9756011963,1,10.5058002472,1025.62806673,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('307',)",3722585266.86,8,3.65931010246,3742914144.92,3742914145.33,3722585266.86,0.0,internal_timestamp,74.5530014038,1513596466.86,32.9754981995,0,10.505900383,1025.62788747,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('308',)",3722585266.92,8,3.65930008888,3742914144.92,3742914145.33,3722585266.92,0.0,internal_timestamp,74.533996582,1513596466.92,32.9753990173,0,10.5059995651,1025.62770677,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('309',)",3722585266.98,8,3.6592900753,3742914144.92,3742914145.33,3722585266.98,0.0,internal_timestamp,74.5110015869,1513596466.98,32.9752006531,0,10.5060997009,1025.62743055,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('310',)",3722585267.05,8,3.6592900753,3742914144.92,3742914145.33,3722585267.05,0.0,internal_timestamp,74.4919967651,1513596467.05,32.9752006531,0,10.5060997009,1025.62734426,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('311',)",3722585267.11,8,3.6592900753,3742914144.92,3742914145.33,3722585267.11,0.0,internal_timestamp,74.4729995728,1513596467.11,32.9752998352,0,10.5060997009,1025.62733526,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('312',)",3722585267.17,8,3.6592900753,3742914144.92,3742914145.33,3722585267.17,0.0,internal_timestamp,74.452003479,1513596467.17,32.9752006531,0,10.5060997009,1025.62716269,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('313',)",3722585267.23,8,3.6592900753,3742914144.92,3742914145.33,3722585267.23,0.0,internal_timestamp,74.4319992065,1513596467.23,32.9752006531,0,10.5060997009,1025.62707187,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('314',)",3722585267.3,8,3.65930008888,3742914144.92,3742914145.33,3722585267.3,0.0,internal_timestamp,74.4150009155,1513596467.3,32.9751014709,0,10.5062999725,1025.62688278,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('315',)",3722585267.36,8,3.65932011604,3742914144.92,3742914145.33,3722585267.36,0.0,internal_timestamp,74.3949966431,1513596467.36,32.9752006531,0,10.5065002441,1025.62683453,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('316',)",3722585267.42,8,3.65934991837,3742914144.92,3742914145.33,3722585267.42,0.0,internal_timestamp,74.3779983521,1513596467.42,32.9752998352,0,10.5067996979,1025.62678276,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('317',)",3722585267.49,8,3.65938997269,3742914144.92,3742914145.33,3722585267.49,0.0,internal_timestamp,74.3570022583,1513596467.49,32.9754981995,0,10.5069999695,1025.62680725,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('318',)",3722585267.58,8,3.65943002701,3742914144.92,3742914145.33,3722585267.58,0.0,internal_timestamp,74.3339996338,1513596467.58,32.9756011963,1,10.5072002411,1025.62674836,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('319',)",3722585267.61,8,3.65945005417,3742914144.92,3742914145.33,3722585267.61,0.0,internal_timestamp,74.3160018921,1513596467.61,32.9757995605,0,10.5073003769,1025.6268038,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('320',)",3722585267.67,8,3.65945005417,3742914144.92,3742914145.33,3722585267.67,0.0,internal_timestamp,74.2969970703,1513596467.67,32.9757003784,0,10.5073003769,1025.62664027,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('321',)",3722585267.73,8,3.65942001343,3742914144.92,3742914145.33,3722585267.73,0.0,internal_timestamp,74.2740020752,1513596467.73,32.9754981995,0,10.5073003769,1025.62637841,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('322',)",3722585267.8,8,3.65938997269,3742914144.92,3742914145.33,3722585267.8,0.0,internal_timestamp,74.2549972534,1513596467.8,32.9752998352,0,10.5072002411,1025.62615498,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('323',)",3722585267.86,8,3.65935993195,3742914144.92,3742914145.33,3722585267.86,0.0,internal_timestamp,74.2369995117,1513596467.86,32.9751014709,0,10.5071001053,1025.62593612,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('324',)",3722585267.92,8,3.65935993195,3742914144.92,3742914145.33,3722585267.92,0.0,internal_timestamp,74.2139968872,1513596467.92,32.9749984741,0,10.5072002411,1025.62573413,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('325',)",3722585267.98,8,3.65937995911,3742914144.92,3742914145.33,3722585267.98,0.0,internal_timestamp,74.1930007935,1513596467.98,32.9751014709,0,10.507399559,1025.62568451,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('326',)",3722585268.05,8,3.65940999985,3742914144.92,3742914145.33,3722585268.05,0.0,internal_timestamp,74.172996521,1513596468.05,32.9752006531,0,10.5075998306,1025.62563626,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('327',)",3722585268.11,8,3.65943002701,3742914144.92,3742914145.33,3722585268.11,0.0,internal_timestamp,74.15599823,1513596468.11,32.9752006531,0,10.507900238,1025.62550708,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('328',)",3722585268.17,8,3.65945005417,3742914144.92,3742914145.33,3722585268.17,0.0,internal_timestamp,74.1340026855,1513596468.17,32.9752998352,0,10.507900238,1025.62548446,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('329',)",3722585268.23,8,3.65945005417,3742914144.92,3742914145.33,3722585268.23,0.0,internal_timestamp,74.1119995117,1513596468.23,32.9753990173,0,10.5078001022,1025.62547915,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('330',)",3722585268.3,8,3.65944004059,3742914144.92,3742914145.33,3722585268.3,0.0,internal_timestamp,74.0960006714,1513596468.3,32.9753990173,0,10.5076999664,1025.62542385,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('331',)",3722585268.47,8,3.65944004059,3742914144.92,3742914145.33,3722585268.47,0.0,internal_timestamp,74.0759963989,1513596468.47,32.9754981995,1,10.5075998306,1025.62542761,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('332',)",3722585268.48,8,3.65945005417,3742914144.92,3742914145.33,3722585268.48,0.0,internal_timestamp,74.0579986572,1513596468.48,32.9754981995,0,10.5076999664,1025.62532856,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('333',)",3722585268.49,8,3.65945005417,3742914144.92,3742914145.33,3722585268.49,0.0,internal_timestamp,74.0370025635,1513596468.49,32.9752998352,0,10.5080003738,1025.62502674,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('334',)",3722585268.55,8,3.65946006775,3742914144.92,3742914145.33,3722585268.55,0.0,internal_timestamp,74.016998291,1513596468.55,32.9749984741,0,10.5083999634,1025.62463203,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('335',)",3722585268.61,8,3.65947008133,3742914144.92,3742914145.33,3722585268.61,0.0,internal_timestamp,73.9980010986,1513596468.61,32.9748001099,0,10.5087995529,1025.62432211,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('336',)",3722585268.67,8,3.65949010849,3742914144.92,3742914145.33,3722585268.67,0.0,internal_timestamp,73.9759979248,1513596468.67,32.974899292,0,10.5089998245,1025.62426479,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('337',)",3722585268.73,8,3.65949988365,3742914144.92,3742914145.33,3722585268.73,0.0,internal_timestamp,73.9550018311,1513596468.73,32.9751014709,0,10.5087995529,1025.62436159,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('338',)",3722585268.8,8,3.65949010849,3742914144.92,3742914145.34,3722585268.8,0.0,internal_timestamp,73.93800354,1513596468.8,32.9754981995,0,10.5082998276,1025.62467992,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('339',)",3722585268.86,8,3.65946006775,3742914144.92,3742914145.34,3722585268.86,0.0,internal_timestamp,73.9140014648,1513596468.86,32.9757003784,0,10.5076999664,1025.62483226,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('340',)",3722585268.92,8,3.65942001343,3742914144.92,3742914145.34,3722585268.92,0.0,internal_timestamp,73.8949966431,1513596468.92,32.9757995605,0,10.5071001053,1025.62492707,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('341',)",3722585268.98,8,3.65937995911,3742914144.92,3742914145.34,3722585268.98,0.0,internal_timestamp,73.8789978027,1513596468.98,32.9756011963,0,10.5068998337,1025.62473461,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('342',)",3722585269.05,8,3.65936994553,3742914144.92,3742914145.34,3722585269.05,0.0,internal_timestamp,73.8560028076,1513596469.05,32.9753990173,0,10.5071001053,1025.62443808,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('343',)",3722585269.11,8,3.65939998627,3742914144.92,3742914145.34,3722585269.11,0.0,internal_timestamp,73.8349990845,1513596469.11,32.9751014709,0,10.5076999664,1025.62400714,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('344',)",3722585269.17,8,3.65943002701,3742914144.92,3742914145.34,3722585269.17,0.0,internal_timestamp,73.8160018921,1513596469.17,32.974899292,0,10.5083999634,1025.62364225,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('345',)",3722585269.23,8,3.65947008133,3742914144.92,3742914145.34,3722585269.23,0.0,internal_timestamp,73.7929992676,1513596469.23,32.9747009277,0,10.5088996887,1025.62329681,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('346',)",3722585269.3,8,3.65949988365,3742914144.92,3742914145.34,3722585269.3,0.0,internal_timestamp,73.7750015259,1513596469.3,32.9748001099,0,10.5093002319,1025.62322299,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('347',)",3722585269.36,8,3.65952992439,3742914144.92,3742914145.34,3722585269.36,0.0,internal_timestamp,73.7559967041,1513596469.36,32.9749984741,0,10.5093002319,1025.62329119,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('348',)",3722585269.42,8,3.65952992439,3742914144.92,3742914145.34,3722585269.42,0.0,internal_timestamp,73.736000061,1513596469.42,32.9751014709,0,10.5093002319,1025.62328062,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('349',)",3722585269.48,8,3.65952992439,3742914144.92,3742914145.34,3722585269.48,0.0,internal_timestamp,73.71900177,1513596469.48,32.9751014709,0,10.5093002319,1025.62320345,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('350',)",3722585269.55,8,3.65952992439,3742914144.92,3742914145.34,3722585269.55,0.0,internal_timestamp,73.6989974976,1513596469.55,32.974899292,0,10.5094995499,1025.62292066,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('351',)",3722585269.61,8,3.65953993797,3742914144.92,3742914145.34,3722585269.61,0.0,internal_timestamp,73.6800003052,1513596469.61,32.9747009277,0,10.5097999573,1025.62262791,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('352',)",3722585269.67,8,3.65955996513,3742914144.92,3742914145.34,3722585269.67,0.0,internal_timestamp,73.65599823,1513596469.67,32.9748001099,0,10.5100002289,1025.62256151,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('353',)",3722585269.73,8,3.65959000587,3742914144.92,3742914145.34,3722585269.73,0.0,internal_timestamp,73.638999939,1513596469.73,32.974899292,0,10.5101003647,1025.62254424,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('354',)",3722585269.8,8,3.65959000587,3742914144.92,3742914145.34,3722585269.8,0.0,internal_timestamp,73.6190032959,1513596469.8,32.9749984741,0,10.5101003647,1025.62253069,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('355',)",3722585269.86,8,3.65960001945,3742914144.92,3742914145.34,3722585269.86,0.0,internal_timestamp,73.5989990234,1513596469.86,32.9749984741,0,10.5101995468,1025.6224227,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('356',)",3722585269.92,8,3.65962004662,3742914144.92,3742914145.34,3722585269.92,0.0,internal_timestamp,73.5739974976,1513596469.92,32.974899292,0,10.5104999542,1025.62217993,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('357',)",3722585269.98,8,3.65964007378,3742914144.92,3742914145.34,3722585269.98,0.0,internal_timestamp,73.5559997559,1513596469.98,32.9748001099,0,10.5108995438,1025.62195179,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('358',)",3722585270.05,8,3.65967988968,3742914144.92,3742914145.34,3722585270.05,0.0,internal_timestamp,73.5400009155,1513596470.05,32.9748001099,0,10.511300087,1025.6218098,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('359',)",3722585270.11,8,3.65972995758,3742914144.92,3742914145.34,3722585270.11,0.0,internal_timestamp,73.5220031738,1513596470.11,32.974899292,0,10.5116996765,1025.62173614,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('360',)",3722585270.17,8,3.65973997116,3742914144.92,3742914145.34,3722585270.17,0.0,internal_timestamp,73.5049972534,1513596470.17,32.9748001099,0,10.5120000839,1025.62152967,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('361',)",3722585270.23,8,3.65974998474,3742914144.92,3742914145.34,3722585270.23,0.0,internal_timestamp,73.483001709,1513596470.23,32.9747009277,0,10.5121002197,1025.62133522,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('362',)",3722585270.3,8,3.65973997116,3742914144.92,3742914145.34,3722585270.3,0.0,internal_timestamp,73.4629974365,1513596470.3,32.9747009277,0,10.5121002197,1025.6212444,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('363',)",3722585270.36,8,3.65969991684,3742914144.92,3742914145.34,3722585270.36,0.0,internal_timestamp,73.4420013428,1513596470.36,32.9743995667,0,10.5118999481,1025.62094906,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('364',)",3722585270.52,8,3.65966010094,3742914144.92,3742914145.34,3722585270.52,0.0,internal_timestamp,73.4280014038,1513596470.52,32.9743003845,1,10.5117998123,1025.62082559,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('365',)",3722585270.53,8,3.65964007378,3742914144.92,3742914145.34,3722585270.53,0.0,internal_timestamp,73.4079971313,1513596470.53,32.9742012024,0,10.5115995407,1025.62069221,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('366',)",3722585270.55,8,3.65962004662,3742914144.92,3742914145.34,3722585270.55,0.0,internal_timestamp,73.388999939,1513596470.55,32.9740982056,0,10.5115003586,1025.62054292,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('367',)",3722585270.61,8,3.65960001945,3742914144.92,3742914145.34,3722585270.61,0.0,internal_timestamp,73.3659973145,1513596470.61,32.9740982056,0,10.511300087,1025.62047316,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('368',)",3722585270.67,8,3.65956997871,3742914144.92,3742914145.34,3722585270.67,0.0,internal_timestamp,73.3470001221,1513596470.67,32.9740982056,0,10.5109996796,1025.62043893,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('369',)",3722585270.73,8,3.65953993797,3742914144.92,3742914145.34,3722585270.73,0.0,internal_timestamp,73.3280029297,1513596470.73,32.9740982056,0,10.51060009,1025.62042187,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('370',)",3722585270.8,8,3.65952992439,3742914144.92,3742914145.34,3722585270.8,0.0,internal_timestamp,73.3099975586,1513596470.8,32.9742012024,0,10.5103998184,1025.62045501,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('371',)",3722585270.86,8,3.65952992439,3742914144.92,3742914145.34,3722585270.86,0.0,internal_timestamp,73.2910003662,1513596470.86,32.9743003845,0,10.5102996826,1025.62046334,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('372',)",3722585270.92,8,3.65953993797,3742914144.92,3742914145.34,3722585270.92,0.0,internal_timestamp,73.2750015259,1513596470.92,32.9744987488,0,10.5101995468,1025.62056253,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('373',)",3722585270.98,8,3.65952992439,3742914144.92,3742914145.34,3722585270.98,0.0,internal_timestamp,73.2529983521,1513596470.98,32.9744987488,0,10.5101003647,1025.62047981,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('374',)",3722585271.05,8,3.65949988365,3742914144.92,3742914145.34,3722585271.05,0.0,internal_timestamp,73.236000061,1513596471.05,32.9743995667,0,10.5100002289,1025.62034272,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('375',)",3722585271.11,8,3.65947008133,3742914144.92,3742914145.34,3722585271.11,0.0,internal_timestamp,73.2170028687,1513596471.11,32.9740982056,0,10.5099000931,1025.62003911,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('376',)",3722585271.17,8,3.65948009491,3742914144.92,3742914145.34,3722585271.17,0.0,internal_timestamp,73.1989974976,1513596471.17,32.9742012024,0,10.5099000931,1025.62003758,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('377',)",3722585271.23,8,3.65949988365,3742914144.92,3742914145.35,3722585271.23,0.0,internal_timestamp,73.1819992065,1513596471.23,32.9743995667,0,10.5099000931,1025.62011489,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('378',)",3722585271.3,8,3.65951991081,3742914144.92,3742914145.35,3722585271.3,0.0,internal_timestamp,73.1579971313,1513596471.3,32.9744987488,0,10.5101003647,1025.62004849,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('379',)",3722585271.36,8,3.65954995155,3742914144.92,3742914145.35,3722585271.36,0.0,internal_timestamp,73.1399993896,1513596471.36,32.9747009277,0,10.5101995468,1025.62010706,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
"('380',)",3722585271.42,8,3.65956997871,3742914144.92,3742914145.35,3722585271.42,0.0,internal_timestamp,73.1169967651,1513596471.42,32.9747009277,0,10.5103998184,1025.61996795,29,13,29,21,29,21,29,5,29,29,44.64102,-124.30216
