obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('0',)",3.55896997452,29,13,1026.61915282,29,13,11,3767111113.57,3767111249.47,3748403189.68,44.637117,-124.302617,0.0,internal_timestamp,72.8700027466,29,13,1539414389.68,33.8302993774,29,29,1,8.48089981079,29,29,3748403189.68
"('1',)",3.5589799881,29,13,1026.61922136,29,13,11,3767111113.59,3767111249.47,3748403189.74,44.637117,-124.302617,0.0,internal_timestamp,72.8679962158,29,13,1539414389.74,33.8303985596,29,29,0,8.48089981079,29,29,3748403189.74
"('2',)",3.5589299202,29,13,1026.61882523,29,13,11,3767111113.59,3767111249.47,3748403189.8,44.637117,-124.302617,0.0,internal_timestamp,72.8669967651,29,13,1539414389.8,33.8298988342,29,29,0,8.48089981079,29,29,3748403189.8
"('3',)",3.55896997452,29,13,1026.61923054,29,13,11,3767111113.59,3767111249.47,3748403189.87,44.637117,-124.302617,0.0,internal_timestamp,72.8700027466,29,13,1539414389.87,33.8303985596,29,29,0,8.48089981079,29,29,3748403189.87
"('4',)",3.5589799881,29,13,1026.61922136,29,13,11,3767111113.59,3767111249.47,3748403189.93,44.637117,-124.302617,0.0,internal_timestamp,72.8679962158,29,13,1539414389.93,33.8303985596,29,29,0,8.48089981079,29,29,3748403189.93
"('5',)",3.55889010429,29,13,1026.61852679,29,13,11,3767111113.59,3767111249.47,3748403190.15,44.637117,-124.302617,0.0,internal_timestamp,72.8669967651,29,13,1539414390.15,33.829498291,29,29,1,8.48079967499,29,29,3748403190.15
"('6',)",3.5589299202,29,13,1026.61864356,29,13,11,3767111113.59,3767111249.47,3748403190.16,44.637117,-124.302617,0.0,internal_timestamp,72.8679962158,29,13,1539414390.16,33.82970047,29,29,0,8.4811000824,29,29,3748403190.16
"('7',)",3.55888009071,29,13,1026.61843367,29,13,11,3767111113.59,3767111249.47,3748403190.17,44.637117,-124.302617,0.0,internal_timestamp,72.8669967651,29,13,1539414390.17,33.8293991089,29,29,0,8.48089981079,29,29,3748403190.17
"('8',)",3.55882000923,29,13,1026.61797358,29,13,11,3767111113.59,3767111249.47,3748403190.18,44.637117,-124.302617,0.0,internal_timestamp,72.8690032959,29,13,1539414390.18,33.8288002014,29,29,0,8.48089981079,29,29,3748403190.18
"('9',)",3.55879998207,29,13,1026.61771743,29,13,11,3767111113.59,3767111249.47,3748403190.24,44.637117,-124.302617,0.0,internal_timestamp,72.8679962158,29,13,1539414390.24,33.8284988403,29,29,0,8.48099994659,29,29,3748403190.24
"('10',)",3.55883002281,29,13,1026.61787127,29,13,11,3767111113.59,3767111249.47,3748403190.31,44.637117,-124.302617,0.0,internal_timestamp,72.8669967651,29,13,1539414390.31,33.8287010193,29,29,0,8.48099994659,29,29,3748403190.31
"('11',)",3.55889010429,29,13,1026.61832971,29,13,11,3767111113.59,3767111249.47,3748403190.37,44.637117,-124.302617,0.0,internal_timestamp,72.8679962158,29,13,1539414390.37,33.8292999268,29,29,0,8.4811000824,29,29,3748403190.37
"('12',)",3.5589799881,29,13,1026.6190197,29,13,11,3767111113.59,3767111249.47,3748403190.43,44.637117,-124.302617,0.0,internal_timestamp,72.8679962158,29,13,1539414390.43,33.8302001953,29,29,0,8.4812002182,29,29,3748403190.43
"('13',)",3.55901002884,29,13,1026.61924212,29,13,11,3767111113.59,3767111249.47,3748403190.49,44.637117,-124.302617,0.0,internal_timestamp,72.8649978638,29,13,1539414390.49,33.8305015564,29,29,0,8.4812002182,29,29,3748403190.49
"('14',)",3.559030056,29,13,1026.61940669,29,13,11,3767111113.59,3767111249.47,3748403190.56,44.637117,-124.302617,0.0,internal_timestamp,72.8669967651,29,13,1539414390.56,33.8306999207,29,29,0,8.4812002182,29,29,3748403190.56
"('15',)",3.55905008316,29,13,1026.61947526,29,13,11,3767111113.59,3767111249.47,3748403190.62,44.637117,-124.302617,0.0,internal_timestamp,72.8649978638,29,13,1539414390.62,33.8307991028,29,29,0,8.4812002182,29,29,3748403190.62
"('16',)",3.55905008316,29,13,1026.61947526,29,13,11,3767111113.59,3767111249.47,3748403190.68,44.637117,-124.302617,0.0,internal_timestamp,72.8649978638,29,13,1539414390.68,33.8307991028,29,29,0,8.4812002182,29,29,3748403190.68
"('17',)",3.55904006958,29,13,1026.61940212,29,13,11,3767111113.59,3767111249.47,3748403190.74,44.637117,-124.302617,0.0,internal_timestamp,72.8659973145,29,13,1539414390.74,33.8306999207,29,29,0,8.4812002182,29,29,3748403190.74
"('18',)",3.55904006958,29,13,1026.61938383,29,13,11,3767111113.59,3767111249.47,3748403190.81,44.637117,-124.302617,0.0,internal_timestamp,72.8619995117,29,13,1539414390.81,33.8306999207,29,29,0,8.4812002182,29,29,3748403190.81
"('19',)",3.55904006958,29,13,1026.6193884,29,13,11,3767111113.59,3767111249.47,3748403190.87,44.637117,-124.302617,0.0,internal_timestamp,72.8629989624,29,13,1539414390.87,33.8306999207,29,29,0,8.4812002182,29,29,3748403190.87
"('20',)",3.55905008316,29,13,1026.61938214,29,13,11,3767111113.59,3767111249.47,3748403190.93,44.637117,-124.302617,0.0,internal_timestamp,72.8649978638,29,13,1539414390.93,33.8306999207,29,29,0,8.481300354,29,29,3748403190.93
"('21',)",3.55906009674,29,13,1026.61952842,29,13,11,3767111113.59,3767111249.47,3748403190.99,44.637117,-124.302617,0.0,internal_timestamp,72.8629989624,29,13,1539414390.99,33.8308982849,29,29,0,8.481300354,29,29,3748403190.99
"('22',)",3.55907011032,29,13,1026.61959083,29,13,11,3767111113.59,3767111249.47,3748403191.06,44.637117,-124.302617,0.0,internal_timestamp,72.8590011597,29,29,1539414391.06,33.8310012817,29,29,0,8.481300354,29,29,3748403191.06
"('23',)",3.55907988548,29,13,1026.61959083,29,13,11,3767111113.59,3767111249.47,3748403191.12,44.637117,-124.302617,0.0,internal_timestamp,72.8590011597,29,29,1539414391.12,33.8310012817,29,29,0,8.481300354,29,29,3748403191.12
"('24',)",3.55907011032,29,13,1026.61951013,29,13,11,3767111113.59,3767111249.47,3748403191.82,44.637117,-124.302617,0.0,internal_timestamp,72.8590011597,29,29,1539414391.82,33.8308982849,29,29,0,8.481300354,29,29,3748403191.82
"('25',)",3.55906009674,29,13,1026.61940801,29,13,11,3767111113.59,3767111249.47,3748403191.84,44.637117,-124.302617,0.0,internal_timestamp,72.8570022583,29,29,1539414391.84,33.8307991028,29,29,0,8.48139953613,29,29,3748403191.84
"('26',)",3.55905008316,29,13,1026.61932115,29,13,11,3767111113.59,3767111249.47,3748403191.86,44.637117,-124.302617,0.0,internal_timestamp,72.8550033569,29,29,1539414391.86,33.8306999207,29,29,0,8.48139953613,29,29,3748403191.86
"('27',)",3.55905008316,29,13,1026.61931654,29,13,11,3767111113.59,3767111249.47,3748403191.86,44.637117,-124.302617,0.0,internal_timestamp,72.8539962769,29,29,1539414391.86,33.8306999207,29,29,0,8.48139953613,29,29,3748403191.86
"('28',)",3.55906009674,29,13,1026.61932115,29,13,11,3767111113.59,3767111249.47,3748403191.87,44.637117,-124.302617,0.0,internal_timestamp,72.8550033569,29,29,1539414391.87,33.8306999207,29,29,0,8.48139953613,29,29,3748403191.87
"('29',)",3.55906009674,29,13,1026.61940343,29,13,11,3767111113.59,3767111249.47,3748403191.88,44.637117,-124.302617,0.0,internal_timestamp,72.8560028076,29,29,1539414391.88,33.8307991028,29,29,0,8.48139953613,29,29,3748403191.88
"('30',)",3.55906009674,29,13,1026.61931654,29,13,11,3767111113.59,3767111249.48,3748403191.88,44.637117,-124.302617,0.0,internal_timestamp,72.8539962769,29,29,1539414391.88,33.8306999207,29,29,0,8.48139953613,29,29,3748403191.88
"('31',)",3.55905008316,29,13,1026.61924343,29,13,11,3767111113.59,3767111249.48,3748403191.89,44.637117,-124.302617,0.0,internal_timestamp,72.8550033569,29,29,1539414391.89,33.8306007385,29,29,0,8.48139953613,29,29,3748403191.89
"('32',)",3.55904006958,29,13,1026.61915488,29,13,11,3767111113.59,3767111249.48,3748403191.89,44.637117,-124.302617,0.0,internal_timestamp,72.8560028076,29,29,1539414391.89,33.8305015564,29,29,0,8.48149967194,29,29,3748403191.89
"('33',)",3.55905008316,29,13,1026.61922342,29,13,11,3767111113.59,3767111249.48,3748403191.9,44.637117,-124.302617,0.0,internal_timestamp,72.8539962769,29,29,1539414391.9,33.8306007385,29,29,0,8.48149967194,29,29,3748403191.9
"('34',)",3.55905008316,29,13,1026.61929368,29,13,11,3767111113.59,3767111249.48,3748403191.91,44.637117,-124.302617,0.0,internal_timestamp,72.8489990234,29,29,1539414391.91,33.8306999207,29,29,0,8.48139953613,29,29,3748403191.91
"('35',)",3.55905008316,29,13,1026.61928911,29,13,11,3767111113.59,3767111249.48,3748403191.91,44.637117,-124.302617,0.0,internal_timestamp,72.8479995728,29,29,1539414391.91,33.8306999207,29,29,0,8.48139953613,29,29,3748403191.91
"('36',)",3.55905008316,29,13,1026.61928911,29,13,11,3767111113.59,3767111249.48,3748403191.93,44.637117,-124.302617,0.0,internal_timestamp,72.8479995728,29,29,1539414391.93,33.8306999207,29,29,0,8.48139953613,29,29,3748403191.93
"('37',)",3.559030056,29,13,1026.6191291,29,13,11,3767111113.59,3767111249.48,3748403191.99,44.637117,-124.302617,0.0,internal_timestamp,72.8470001221,29,29,1539414391.99,33.8305015564,29,29,0,8.48139953613,29,29,3748403191.99
"('38',)",3.559030056,29,13,1026.61914282,29,13,11,3767111113.59,3767111249.48,3748403192.06,44.637117,-124.302617,0.0,internal_timestamp,72.8499984741,29,29,1539414392.06,33.8305015564,29,29,0,8.48139953613,29,29,3748403192.06
"('39',)",3.55905008316,29,13,1026.61926624,29,13,11,3767111113.59,3767111249.48,3748403192.12,44.637117,-124.302617,0.0,internal_timestamp,72.8430023193,29,29,1539414392.12,33.8306999207,29,29,0,8.48139953613,29,29,3748403192.12
"('40',)",3.55905008316,29,13,1026.61926167,29,13,11,3767111113.59,3767111249.48,3748403192.18,44.637117,-124.302617,0.0,internal_timestamp,72.8420028687,29,29,1539414392.18,33.8306999207,29,29,0,8.48139953613,29,29,3748403192.18
"('41',)",3.55905008316,29,13,1026.61927693,29,13,11,3767111113.59,3767111249.48,3748403192.25,44.637117,-124.302617,0.0,internal_timestamp,72.8420028687,29,29,1539414392.25,33.8306999207,29,29,0,8.481300354,29,29,3748403192.25
"('42',)",3.55905008316,29,13,1026.61935007,29,13,11,3767111113.59,3767111249.48,3748403192.31,44.637117,-124.302617,0.0,internal_timestamp,72.841003418,29,29,1539414392.31,33.8307991028,29,29,0,8.481300354,29,29,3748403192.31
"('43',)",3.55905008316,29,13,1026.61925249,29,13,11,3767111113.59,3767111249.48,3748403192.37,44.637117,-124.302617,0.0,internal_timestamp,72.8399963379,29,29,1539414392.37,33.8306999207,29,29,0,8.48139953613,29,29,3748403192.37
"('44',)",3.55904006958,29,13,1026.61917175,29,13,11,3767111113.59,3767111249.48,3748403192.43,44.637117,-124.302617,0.0,internal_timestamp,72.8359985352,29,29,1539414392.43,33.8306007385,29,29,0,8.481300354,29,29,3748403192.43
"('45',)",3.55904006958,29,13,1026.61915191,29,13,11,3767111113.59,3767111249.48,3748403192.5,44.637117,-124.302617,0.0,internal_timestamp,72.8349990845,29,29,1539414392.5,33.8306007385,29,29,0,8.48139953613,29,29,3748403192.5
"('46',)",3.559030056,29,13,1026.61906505,29,13,11,3767111113.59,3767111249.48,3748403192.56,44.637117,-124.302617,0.0,internal_timestamp,72.8330001831,29,29,1539414392.56,33.8305015564,29,29,0,8.48139953613,29,29,3748403192.56
"('47',)",3.559030056,29,13,1026.61898435,29,13,11,3767111113.59,3767111249.48,3748403192.62,44.637117,-124.302617,0.0,internal_timestamp,72.8330001831,29,29,1539414392.62,33.8303985596,29,29,0,8.48139953613,29,29,3748403192.62
"('48',)",3.559030056,29,13,1026.6189918,29,13,11,3767111113.59,3767111249.48,3748403192.68,44.637117,-124.302617,0.0,internal_timestamp,72.8379974365,29,29,1539414392.68,33.8303985596,29,29,0,8.48149967194,29,29,3748403192.68
"('49',)",3.559030056,29,13,1026.61890037,29,13,11,3767111113.59,3767111249.48,3748403192.74,44.637117,-124.302617,0.0,internal_timestamp,72.8349990845,29,29,1539414392.74,33.8302993774,29,29,0,8.48149967194,29,29,3748403192.74
"('50',)",3.559030056,29,13,1026.61896894,29,13,11,3767111113.59,3767111249.48,3748403192.81,44.637117,-124.302617,0.0,internal_timestamp,72.8330001831,29,29,1539414392.81,33.8303985596,29,29,0,8.48149967194,29,29,3748403192.81
"('51',)",3.559030056,29,13,1026.61904676,29,13,11,3767111113.59,3767111249.48,3748403192.87,44.637117,-124.302617,0.0,internal_timestamp,72.8290023804,29,29,1539414392.87,33.8305015564,29,29,0,8.48139953613,29,29,3748403192.87
"('52',)",3.55904006958,29,13,1026.61911072,29,13,11,3767111113.59,3767111249.48,3748403192.93,44.637117,-124.302617,0.0,internal_timestamp,72.8259963989,29,29,1539414392.93,33.8306007385,29,29,0,8.48139953613,29,29,3748403192.93
"('53',)",3.55905008316,29,13,1026.61920831,29,13,11,3767111113.59,3767111249.48,3748403192.99,44.637117,-124.302617,0.0,internal_timestamp,72.827003479,29,29,1539414392.99,33.8306999207,29,29,0,8.481300354,29,29,3748403192.99
"('54',)",3.55905008316,29,13,1026.61929517,29,13,11,3767111113.59,3767111249.48,3748403193.05,44.637117,-124.302617,0.0,internal_timestamp,72.8290023804,29,29,1539414393.05,33.8307991028,29,29,0,8.481300354,29,29,3748403193.05
"('55',)",3.55905008316,29,13,1026.61928602,29,13,11,3767111113.59,3767111249.48,3748403193.12,44.637117,-124.302617,0.0,internal_timestamp,72.827003479,29,29,1539414393.12,33.8307991028,29,29,0,8.481300354,29,29,3748403193.12
"('56',)",3.55904006958,29,13,1026.61912141,29,13,11,3767111113.59,3767111249.48,3748403193.18,44.637117,-124.302617,0.0,internal_timestamp,72.8249969482,29,29,1539414393.18,33.8306007385,29,29,0,8.481300354,29,29,3748403193.18
"('57',)",3.55904006958,29,13,1026.6191077,29,13,11,3767111113.59,3767111249.48,3748403193.25,44.637117,-124.302617,0.0,internal_timestamp,72.8219985962,29,29,1539414393.25,33.8306007385,29,29,0,8.481300354,29,29,3748403193.25
"('58',)",3.55904006958,29,13,1026.61909855,29,13,11,3767111113.59,3767111249.48,3748403193.31,44.637117,-124.302617,0.0,internal_timestamp,72.8199996948,29,29,1539414393.31,33.8306007385,29,29,0,8.481300354,29,29,3748403193.31
"('59',)",3.55905008316,29,13,1026.61916712,29,13,11,3767111113.59,3767111249.48,3748403193.37,44.637117,-124.302617,0.0,internal_timestamp,72.8180007935,29,29,1539414393.37,33.8306999207,29,29,0,8.481300354,29,29,3748403193.37
"('60',)",3.55905008316,29,13,1026.6192677,29,13,11,3767111113.59,3767111249.48,3748403193.43,44.637117,-124.302617,0.0,internal_timestamp,72.8229980469,29,29,1539414393.43,33.8307991028,29,29,0,8.481300354,29,29,3748403193.43
"('61',)",3.55905008316,29,13,1026.61933627,29,13,11,3767111113.59,3767111249.48,3748403193.49,44.637117,-124.302617,0.0,internal_timestamp,72.8209991455,29,29,1539414393.49,33.8308982849,29,29,0,8.481300354,29,29,3748403193.49
"('62',)",3.55906009674,29,13,1026.6193134,29,13,11,3767111113.59,3767111249.48,3748403193.55,44.637117,-124.302617,0.0,internal_timestamp,72.8160018921,29,29,1539414393.55,33.8308982849,29,29,0,8.481300354,29,29,3748403193.55
"('63',)",3.55906009674,29,13,1026.61929508,29,13,11,3767111113.59,3767111249.48,3748403193.62,44.637117,-124.302617,0.0,internal_timestamp,72.81199646,29,29,1539414393.62,33.8308982849,29,29,0,8.481300354,29,29,3748403193.62
"('64',)",3.55905008316,29,13,1026.61922654,29,13,11,3767111113.59,3767111249.48,3748403193.68,44.637117,-124.302617,0.0,internal_timestamp,72.8140029907,29,29,1539414393.68,33.8307991028,29,29,0,8.481300354,29,29,3748403193.68
"('65',)",3.55905008316,29,13,1026.61921736,29,13,11,3767111113.59,3767111249.48,3748403193.74,44.637117,-124.302617,0.0,internal_timestamp,72.81199646,29,29,1539414393.74,33.8307991028,29,29,0,8.481300354,29,29,3748403193.74
"('66',)",3.55904006958,29,13,1026.61923277,29,13,11,3767111113.59,3767111249.48,3748403193.8,44.637117,-124.302617,0.0,internal_timestamp,72.81199646,29,29,1539414393.8,33.8307991028,29,29,0,8.4812002182,29,29,3748403193.8
"('67',)",3.55904006958,29,13,1026.61931675,29,13,11,3767111113.59,3767111249.48,3748403193.87,44.637117,-124.302617,0.0,internal_timestamp,72.8099975586,29,29,1539414393.87,33.8308982849,29,29,0,8.4811000824,29,29,3748403193.87
"('68',)",3.55904006958,29,13,1026.61932759,29,13,11,3767111113.59,3767111249.48,3748403193.93,44.637117,-124.302617,0.0,internal_timestamp,72.8089981079,29,29,1539414393.93,33.8308982849,29,29,0,8.48099994659,29,29,3748403193.93
"('69',)",3.559030056,29,13,1026.61930761,29,13,11,3767111113.59,3767111249.48,3748403193.99,44.637117,-124.302617,0.0,internal_timestamp,72.8079986572,29,29,1539414393.99,33.8308982849,29,29,0,8.4811000824,29,29,3748403193.99
"('70',)",3.559030056,29,13,1026.61921617,29,13,11,3767111113.59,3767111249.48,3748403194.06,44.637117,-124.302617,0.0,internal_timestamp,72.8050003052,29,29,1539414394.06,33.8307991028,29,29,0,8.4811000824,29,29,3748403194.06
"('71',)",3.55905008316,29,13,1026.61919619,29,13,11,3767111113.59,3767111249.48,3748403194.12,44.637117,-124.302617,0.0,internal_timestamp,72.8040008545,29,29,1539414394.12,33.8307991028,29,29,0,8.4812002182,29,29,3748403194.12
"('72',)",3.55905008316,29,13,1026.61926019,29,13,11,3767111113.59,3767111249.48,3748403194.18,44.637117,-124.302617,0.0,internal_timestamp,72.8010025024,29,29,1539414394.18,33.8308982849,29,29,0,8.4812002182,29,29,3748403194.18
"('73',)",3.55906009674,29,13,1026.61926476,29,13,11,3767111113.59,3767111249.48,3748403194.24,44.637117,-124.302617,0.0,internal_timestamp,72.8020019531,29,29,1539414394.24,33.8308982849,29,29,0,8.4812002182,29,29,3748403194.24
"('74',)",3.55905008316,29,13,1026.61926476,29,13,11,3767111113.59,3767111249.49,3748403194.31,44.637117,-124.302617,0.0,internal_timestamp,72.8020019531,29,29,1539414394.31,33.8308982849,29,29,0,8.4812002182,29,29,3748403194.31
"('75',)",3.55904006958,29,13,1026.61918705,29,13,11,3767111113.59,3767111249.49,3748403194.37,44.637117,-124.302617,0.0,internal_timestamp,72.8020019531,29,29,1539414394.37,33.8307991028,29,29,0,8.4812002182,29,29,3748403194.37
"('76',)",3.55904006958,29,13,1026.61916415,29,13,11,3767111113.59,3767111249.49,3748403194.43,44.637117,-124.302617,0.0,internal_timestamp,72.7969970703,29,29,1539414394.43,33.8307991028,29,29,0,8.4812002182,29,29,3748403194.43
"('77',)",3.559030056,29,13,1026.619155,29,13,11,3767111113.59,3767111249.49,3748403194.49,44.637117,-124.302617,0.0,internal_timestamp,72.7949981689,29,29,1539414394.49,33.8307991028,29,29,0,8.4812002182,29,29,3748403194.49
"('78',)",3.559030056,29,13,1026.61907272,29,13,11,3767111113.59,3767111249.49,3748403194.56,44.637117,-124.302617,0.0,internal_timestamp,72.7939987183,29,29,1539414394.56,33.8306999207,29,29,0,8.4812002182,29,29,3748403194.56
"('79',)",3.559030056,29,13,1026.61906357,29,13,11,3767111113.59,3767111249.49,3748403194.62,44.637117,-124.302617,0.0,internal_timestamp,72.7919998169,29,29,1539414394.62,33.8306999207,29,29,0,8.4812002182,29,29,3748403194.62
"('80',)",3.55902004242,29,13,1026.61890357,29,13,11,3767111113.59,3767111249.49,3748403194.68,44.637117,-124.302617,0.0,internal_timestamp,72.7910003662,29,29,1539414394.68,33.8305015564,29,29,0,8.4812002182,29,29,3748403194.68
"('81',)",3.55901002884,29,13,1026.61879832,29,13,11,3767111113.59,3767111249.49,3748403194.74,44.637117,-124.302617,0.0,internal_timestamp,72.7890014648,29,29,1539414394.74,33.8303985596,29,29,0,8.481300354,29,29,3748403194.74
"('82',)",3.55902004242,29,13,1026.61879832,29,13,11,3767111113.59,3767111249.49,3748403194.81,44.637117,-124.302617,0.0,internal_timestamp,72.7890014648,29,29,1539414394.81,33.8303985596,29,29,0,8.481300354,29,29,3748403194.81
"('83',)",3.55902004242,29,13,1026.61887902,29,13,11,3767111113.59,3767111249.49,3748403194.87,44.637117,-124.302617,0.0,internal_timestamp,72.7890014648,29,29,1539414394.87,33.8305015564,29,29,0,8.481300354,29,29,3748403194.87
"('84',)",3.559030056,29,13,1026.61902073,29,13,11,3767111113.59,3767111249.49,3748403194.93,44.637117,-124.302617,0.0,internal_timestamp,72.7860031128,29,29,1539414394.93,33.8306999207,29,29,0,8.481300354,29,29,3748403194.93
"('85',)",3.55904006958,29,13,1026.61910928,29,13,11,3767111113.59,3767111249.49,3748403194.99,44.637117,-124.302617,0.0,internal_timestamp,72.7850036621,29,29,1539414394.99,33.8307991028,29,29,0,8.4812002182,29,29,3748403194.99
"('86',)",3.55904006958,29,13,1026.61909553,29,13,11,3767111113.59,3767111249.49,3748403195.06,44.637117,-124.302617,0.0,internal_timestamp,72.7819976807,29,29,1539414395.06,33.8307991028,29,29,0,8.4812002182,29,29,3748403195.06
"('87',)",3.559030056,29,13,1026.61901324,29,13,11,3767111113.59,3767111249.49,3748403195.12,44.637117,-124.302617,0.0,internal_timestamp,72.78099823,29,29,1539414395.12,33.8306999207,29,29,0,8.4812002182,29,29,3748403195.12
"('88',)",3.55902004242,29,13,1026.61892181,29,13,11,3767111113.59,3767111249.49,3748403195.18,44.637117,-124.302617,0.0,internal_timestamp,72.7779998779,29,29,1539414395.18,33.8306007385,29,29,0,8.4812002182,29,29,3748403195.18
"('89',)",3.55901002884,29,13,1026.61884867,29,13,11,3767111113.59,3767111249.49,3748403195.3,44.637117,-124.302617,0.0,internal_timestamp,72.7789993286,29,29,1539414395.3,33.8305015564,29,29,1,8.4812002182,29,29,3748403195.3
"('90',)",3.55902004242,29,13,1026.61891724,29,13,11,3767111113.59,3767111249.49,3748403195.31,44.637117,-124.302617,0.0,internal_timestamp,72.7770004272,29,29,1539414395.31,33.8306007385,29,29,0,8.4812002182,29,29,3748403195.31
"('91',)",3.559030056,29,13,1026.61899495,29,13,11,3767111113.59,3767111249.49,3748403195.37,44.637117,-124.302617,0.0,internal_timestamp,72.7770004272,29,29,1539414395.37,33.8306999207,29,29,0,8.4812002182,29,29,3748403195.37
"('92',)",3.55904006958,29,13,1026.61906352,29,13,11,3767111113.59,3767111249.49,3748403195.43,44.637117,-124.302617,0.0,internal_timestamp,72.7750015259,29,29,1539414395.43,33.8307991028,29,29,0,8.4812002182,29,29,3748403195.43
"('93',)",3.55905008316,29,13,1026.61903896,29,13,11,3767111113.59,3767111249.49,3748403195.69,44.637117,-124.302617,0.0,internal_timestamp,72.7730026245,29,29,1539414395.69,33.8307991028,29,29,1,8.481300354,29,29,3748403195.69
"('94',)",3.55904006958,29,13,1026.61902982,29,13,11,3767111113.59,3767111249.49,3748403195.7,44.637117,-124.302617,0.0,internal_timestamp,72.7710037231,29,29,1539414395.7,33.8307991028,29,29,0,8.481300354,29,29,3748403195.7
"('95',)",3.55904006958,29,13,1026.61895668,29,13,11,3767111113.59,3767111249.49,3748403195.71,44.637117,-124.302617,0.0,internal_timestamp,72.7720031738,29,29,1539414395.71,33.8306999207,29,29,0,8.481300354,29,29,3748403195.71
"('96',)",3.55904006958,29,13,1026.61896291,29,13,11,3767111113.59,3767111249.49,3748403195.71,44.637117,-124.302617,0.0,internal_timestamp,72.7699966431,29,29,1539414395.71,33.8306999207,29,29,0,8.4812002182,29,29,3748403195.71
"('97',)",3.55904006958,29,13,1026.6190498,29,13,11,3767111113.59,3767111249.49,3748403195.75,44.637117,-124.302617,0.0,internal_timestamp,72.7720031738,29,29,1539414395.75,33.8307991028,29,29,0,8.4812002182,29,29,3748403195.75
"('98',)",3.55904006958,29,13,1026.61905603,29,13,11,3767111113.59,3767111249.49,3748403195.81,44.637117,-124.302617,0.0,internal_timestamp,72.7699966431,29,29,1539414395.81,33.8307991028,29,29,0,8.4811000824,29,29,3748403195.81
"('99',)",3.55905008316,29,13,1026.61919616,29,13,11,3767111113.59,3767111249.49,3748403195.87,44.637117,-124.302617,0.0,internal_timestamp,72.7659988403,29,29,1539414395.87,33.8310012817,29,29,0,8.4811000824,29,29,3748403195.87
"('100',)",3.55905008316,29,13,1026.61920242,29,13,11,3767111113.59,3767111249.5,3748403195.93,44.637117,-124.302617,0.0,internal_timestamp,72.763999939,29,29,1539414395.93,33.8310012817,29,29,0,8.48099994659,29,29,3748403195.93
"('101',)",3.55905008316,29,13,1026.61928471,29,13,11,3767111113.59,3767111249.5,3748403195.99,44.637117,-124.302617,0.0,internal_timestamp,72.7649993896,29,29,1539414395.99,33.8311004639,29,29,0,8.48099994659,29,29,3748403195.99
"('102',)",3.55904006958,29,13,1026.61921156,29,13,11,3767111113.59,3767111249.5,3748403196.06,44.637117,-124.302617,0.0,internal_timestamp,72.7659988403,29,29,1539414396.06,33.8310012817,29,29,0,8.48099994659,29,29,3748403196.06
"('103',)",3.55902004242,29,13,1026.619044,29,13,11,3767111113.59,3767111249.5,3748403196.12,44.637117,-124.302617,0.0,internal_timestamp,72.763999939,29,29,1539414396.12,33.8307991028,29,29,0,8.48099994659,29,29,3748403196.12
"('104',)",3.55901002884,29,13,1026.61895257,29,13,11,3767111113.59,3767111249.5,3748403196.18,44.637117,-124.302617,0.0,internal_timestamp,72.7610015869,29,29,1539414396.18,33.8306999207,29,29,0,8.48099994659,29,29,3748403196.18
"('105',)",3.55902004242,29,13,1026.61892344,29,13,11,3767111113.59,3767111249.5,3748403196.25,44.637117,-124.302617,0.0,internal_timestamp,72.7580032349,29,29,1539414396.25,33.8306999207,29,29,0,8.4811000824,29,29,3748403196.25
"('106',)",3.559030056,29,13,1026.6190103,29,13,11,3767111113.59,3767111249.5,3748403196.3,44.637117,-124.302617,0.0,internal_timestamp,72.7600021362,29,29,1539414396.3,33.8307991028,29,29,0,8.4811000824,29,29,3748403196.3
"('107',)",3.55904006958,29,13,1026.61898575,29,13,11,3767111113.59,3767111249.5,3748403196.37,44.637117,-124.302617,0.0,internal_timestamp,72.7580032349,29,29,1539414396.37,33.8307991028,29,29,0,8.4812002182,29,29,3748403196.37
"('108',)",3.55905008316,29,13,1026.61904971,29,13,11,3767111113.59,3767111249.5,3748403196.43,44.637117,-124.302617,0.0,internal_timestamp,72.7549972534,29,29,1539414396.43,33.8308982849,29,29,0,8.4812002182,29,29,3748403196.43
"('109',)",3.55905008316,29,13,1026.61898118,29,13,11,3767111113.59,3767111249.5,3748403196.49,44.637117,-124.302617,0.0,internal_timestamp,72.7570037842,29,29,1539414396.49,33.8307991028,29,29,0,8.4812002182,29,29,3748403196.49
"('110',)",3.55905008316,29,13,1026.61905889,29,13,11,3767111113.59,3767111249.5,3748403196.56,44.637117,-124.302617,0.0,internal_timestamp,72.7570037842,29,29,1539414396.56,33.8308982849,29,29,0,8.4812002182,29,29,3748403196.56
"('111',)",3.55905008316,29,13,1026.61913499,29,13,11,3767111113.59,3767111249.5,3748403196.62,44.637117,-124.302617,0.0,internal_timestamp,72.7559967041,29,29,1539414396.62,33.8310012817,29,29,0,8.4812002182,29,29,3748403196.62
