obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('2615',)",3.65376996994,29,13,1025.3181399,29,13,11,3767111113.65,3767111249.78,3748403353.12,44.637117,-124.302617,0.0,internal_timestamp,15.5900001526,29,29,1539414553.12,32.9258995056,29,29,0,10.5277004242,29,29,3748403353.12
"('2616',)",3.65385007858,29,13,1025.31801096,29,13,11,3767111113.65,3767111249.78,3748403353.18,44.637117,-124.302617,0.0,internal_timestamp,15.5710000992,29,29,1539414553.18,32.9259986877,29,29,0,10.5284004211,29,29,3748403353.18
"('2617',)",3.65391993523,29,13,1025.31786694,29,13,11,3767111113.65,3767111249.78,3748403353.24,44.637117,-124.302617,0.0,internal_timestamp,15.5480003357,29,29,1539414553.24,32.9261016846,29,29,0,10.5291004181,29,29,3748403353.24
"('2618',)",3.65399003029,29,13,1025.31775604,29,13,11,3767111113.65,3767111249.78,3748403353.31,44.637117,-124.302617,0.0,internal_timestamp,15.5329999924,29,29,1539414553.31,32.9262008667,29,29,0,10.529800415,29,29,3748403353.31
"('2619',)",3.65403008461,29,13,1025.31757527,29,13,11,3767111113.65,3767111249.78,3748403353.37,44.637117,-124.302617,0.0,internal_timestamp,15.5120000839,29,29,1539414553.37,32.9262008667,29,29,0,10.5303001404,29,29,3748403353.37
"('2620',)",3.65404009819,29,13,1025.31724969,29,13,11,3767111113.65,3767111249.78,3748403353.43,44.637117,-124.302617,0.0,internal_timestamp,15.4899997711,29,29,1539414553.43,32.9259986877,29,29,0,10.5306997299,29,29,3748403353.43
"('2621',)",3.65405988693,29,13,1025.31704318,29,13,11,3767111113.65,3767111249.78,3748403353.49,44.637117,-124.302617,0.0,internal_timestamp,15.4689998627,29,29,1539414553.49,32.9258995056,29,29,0,10.5309000015,29,29,3748403353.49
"('2622',)",3.65409994125,29,13,1025.3169524,29,13,11,3767111113.65,3767111249.78,3748403353.56,44.637117,-124.302617,0.0,internal_timestamp,15.4469995499,29,29,1539414553.56,32.9259986877,29,29,0,10.5312995911,29,29,3748403353.56
"('2623',)",3.65420007706,29,13,1025.31686921,29,13,11,3767111113.65,3767111249.78,3748403353.62,44.637117,-124.302617,0.0,internal_timestamp,15.4280004501,29,29,1539414553.62,32.9262008667,29,29,0,10.5321998596,29,29,3748403353.62
"('2624',)",3.6543700695,29,13,1025.31694452,29,13,11,3767111113.65,3767111249.78,3748403353.68,44.637117,-124.302617,0.0,internal_timestamp,15.4079999924,29,29,1539414553.68,32.926700592,29,29,0,10.5334997177,29,29,3748403353.68
"('2625',)",3.65452003479,29,13,1025.3169245,29,13,11,3767111113.65,3767111249.78,3748403353.74,44.637117,-124.302617,0.0,internal_timestamp,15.3839998245,29,29,1539414553.74,32.9271011353,29,29,0,10.5347995758,29,29,3748403353.74
"('2626',)",3.65462994576,29,13,1025.31673557,29,13,11,3767111113.65,3767111249.78,3748403353.81,44.637117,-124.302617,0.0,internal_timestamp,15.3669996262,29,29,1539414553.81,32.9272003174,29,29,0,10.535900116,29,29,3748403353.81
"('2627',)",3.65472006798,29,13,1025.31646871,29,13,11,3767111113.65,3767111249.78,3748403353.87,44.637117,-124.302617,0.0,internal_timestamp,15.3459997177,29,29,1539414553.87,32.9272003174,29,29,0,10.5368995667,29,29,3748403353.87
"('2628',)",3.65486001968,29,13,1025.31599483,29,13,11,3767111113.65,3767111249.78,3748403353.93,44.637117,-124.302617,0.0,internal_timestamp,15.3229999542,29,29,1539414553.93,32.9271011353,29,29,0,10.538599968,29,29,3748403353.93
"('2629',)",3.65521001816,29,13,1025.31487814,29,13,11,3767111113.65,3767111249.78,3748403353.99,44.637117,-124.302617,0.0,internal_timestamp,15.3050003052,29,29,1539414553.99,32.926700592,29,29,0,10.5427999496,29,29,3748403353.99
"('2630',)",3.65597009659,29,13,1025.31303672,29,13,11,3767111113.65,3767111249.78,3748403354.06,44.637117,-124.302617,0.0,internal_timestamp,15.2849998474,29,29,1539414554.06,32.926399231,29,29,0,10.5516004562,29,29,3748403354.06
"('2631',)",3.65723991394,29,13,1025.31098196,29,13,11,3767111113.65,3767111249.79,3748403354.12,44.637117,-124.302617,0.0,internal_timestamp,15.2629995346,29,29,1539414554.12,32.9268989563,29,29,0,10.565199852,29,29,3748403354.12
"('2632',)",3.65897011757,29,13,1025.30968457,29,13,11,3767111113.65,3767111249.79,3748403354.18,44.637117,-124.302617,0.0,internal_timestamp,15.2379999161,29,29,1539414554.18,32.9291000366,29,29,0,10.5819997787,29,29,3748403354.18
"('2633',)",3.66090011597,29,13,1025.30918793,29,13,11,3767111113.65,3767111249.79,3748403354.24,44.637117,-124.302617,0.0,internal_timestamp,15.2150001526,29,29,1539414554.24,32.9324989319,29,29,0,10.5995998383,29,29,3748403354.24
"('2634',)",3.6627600193,29,13,1025.30873318,29,13,11,3767111113.65,3767111249.79,3748403354.31,44.637117,-124.302617,0.0,internal_timestamp,15.1999998093,29,29,1539414554.31,32.935798645,29,29,0,10.6167001724,29,29,3748403354.31
"('2635',)",3.66453003883,29,29,1025.30837885,29,13,11,3767111113.65,3767111249.79,3748403354.37,44.637117,-124.302617,0.0,internal_timestamp,15.1789999008,29,29,1539414554.37,32.938999176,29,29,0,10.6325998306,29,29,3748403354.37
"('2636',)",3.6660900116,29,29,1025.30820109,29,13,11,3767111113.65,3767111249.79,3748403354.43,44.637117,-124.302617,0.0,internal_timestamp,15.1590003967,29,29,1539414554.43,32.9420013428,29,29,0,10.6465997696,29,29,3748403354.43
"('2637',)",3.66745996475,29,29,1025.30858742,29,13,11,3767111113.65,3767111249.79,3748403354.49,44.637117,-124.302617,0.0,internal_timestamp,15.1379995346,29,29,1539414554.49,32.9452018738,29,29,0,10.658200264,29,29,3748403354.49
"('2638',)",3.66879010201,29,29,1025.31174036,29,13,11,3767111113.65,3767111249.79,3748403354.56,44.637117,-124.302617,0.0,internal_timestamp,15.1169996262,29,29,1539414554.56,32.9511985779,29,29,0,10.6663999557,29,29,3748403354.56
"('2639',)",3.66987991333,29,29,1025.31656511,29,13,11,3767111113.65,3767111249.79,3748403354.62,44.637117,-124.302617,0.0,internal_timestamp,15.0970001221,29,29,1539414554.62,32.9584007263,29,29,0,10.6703996658,29,29,3748403354.62
"('2640',)",3.67055010796,29,29,1025.32073155,29,13,11,3767111113.65,3767111249.79,3748403354.68,44.637117,-124.302617,0.0,internal_timestamp,15.079000473,29,29,1539414554.68,32.964099884,29,29,0,10.671500206,29,29,3748403354.68
"('2641',)",3.67100000381,29,29,1025.32344866,29,13,11,3767111113.65,3767111249.79,3748403354.74,44.637117,-124.302617,0.0,internal_timestamp,15.0600004196,29,29,1539414554.74,32.9678993225,29,29,0,10.6724004745,29,29,3748403354.74
"('2642',)",3.67172002792,29,29,1025.32176539,29,13,11,3767111113.65,3767111249.79,3748403354.81,44.637117,-124.302617,0.0,internal_timestamp,15.0329999924,29,29,1539414554.81,32.9677009583,29,29,1,10.6805000305,29,29,3748403354.81
"('2643',)",3.67403006554,29,29,1025.31468849,29,13,11,3767111113.65,3767111249.79,3748403354.87,44.637117,-124.302617,0.0,internal_timestamp,15.0120000839,29,29,1539414554.87,32.9650993347,29,29,0,10.7089996338,29,29,3748403354.87
"('2644',)",3.67908000946,29,29,1025.30269839,29,29,11,3767111113.65,3767111249.79,3748403354.93,44.637117,-124.302617,0.0,internal_timestamp,14.9910001755,29,29,1539414554.93,32.9628982544,29,29,0,10.7673997879,29,29,3748403354.93
"('2645',)",3.68688988686,29,29,1025.2862749,29,29,11,3767111113.65,3767111249.79,3748403354.99,44.637117,-124.302617,0.0,internal_timestamp,14.9739999771,29,29,1539414554.99,32.9616012573,29,29,0,10.8549995422,29,29,3748403354.99
"('2646',)",3.69642996788,29,29,1025.2664497,29,29,11,3767111113.65,3767111249.79,3748403355.06,44.637117,-124.302617,0.0,internal_timestamp,14.9549999237,29,29,1539414555.06,32.9603996277,29,29,0,10.9617996216,29,29,3748403355.06
"('2647',)",3.70664000511,29,29,1025.24784576,29,29,11,3767111113.65,3767111249.79,3748403355.12,44.637117,-124.302617,0.0,internal_timestamp,14.9320001602,29,29,1539414555.12,32.9618988037,29,29,0,11.0727996826,29,29,3748403355.12
"('2648',)",3.71593999863,29,29,1025.2293842,29,29,11,3767111113.65,3767111249.79,3748403355.18,44.637117,-124.302617,0.0,internal_timestamp,14.9149999619,29,29,1539414555.18,32.9617996216,29,29,0,11.1754999161,29,29,3748403355.18
"('2649',)",3.72373008728,29,29,1025.2109883,29,29,11,3767111113.65,3767111249.79,3748403355.24,44.637117,-124.302617,0.0,internal_timestamp,14.8940000534,29,29,1539414555.24,32.9588012695,29,29,0,11.2645998001,29,29,3748403355.24
"('2650',)",3.72984004021,29,29,1025.19198399,29,29,11,3767111113.65,3767111249.79,3748403355.31,44.637117,-124.302617,0.0,internal_timestamp,14.8719997406,29,29,1539414555.31,32.9519004822,29,29,0,11.339799881,29,29,3748403355.31
"('2651',)",3.73444008827,29,29,1025.17139531,29,29,11,3767111113.65,3767111249.79,3748403355.37,44.637117,-124.302617,0.0,internal_timestamp,14.8509998322,29,29,1539414555.37,32.9402999878,29,29,0,11.4033002853,29,29,3748403355.37
"('2652',)",3.73857998848,29,29,1025.15264022,29,29,11,3767111113.65,3767111249.79,3748403355.43,44.637117,-124.302617,0.0,internal_timestamp,14.8310003281,29,29,1539414555.43,32.9296989441,29,29,0,11.4608001709,29,29,3748403355.43
"('2653',)",3.74334001541,29,29,1025.1394788,29,29,11,3767111113.65,3767111249.79,3748403355.49,44.637117,-124.302617,0.0,internal_timestamp,14.8109998703,29,29,1539414555.49,32.9261016846,29,29,0,11.5172996521,29,29,3748403355.49
"('2654',)",3.7484099865,29,29,1025.12892428,29,29,11,3767111113.65,3767111249.79,3748403355.56,44.637117,-124.302617,0.0,internal_timestamp,14.7919998169,29,29,1539414555.56,32.9258003235,29,29,0,11.5733995438,29,29,3748403355.56
"('2655',)",3.75306010246,29,29,1025.116732,29,29,11,3767111113.65,3767111249.79,3748403355.62,44.637117,-124.302617,0.0,internal_timestamp,14.7700004578,29,29,1539414555.62,32.9230003357,29,29,0,11.6275997162,29,29,3748403355.62
"('2656',)",3.7569000721,29,29,1025.10573843,29,29,11,3767111113.65,3767111249.8,3748403355.68,44.637117,-124.302617,0.0,internal_timestamp,14.7510004044,29,29,1539414555.68,32.9197998047,29,29,0,11.673500061,29,29,3748403355.68
"('2657',)",3.7583899498,29,29,1025.09131069,29,29,11,3767111113.65,3767111249.8,3748403355.74,44.637117,-124.302617,0.0,internal_timestamp,14.7309999466,29,29,1539414555.74,32.9082984924,29,29,0,11.7028999329,29,29,3748403355.74
"('2658',)",3.75673007965,29,29,1025.07844768,29,29,11,3767111113.65,3767111249.8,3748403355.81,44.637117,-124.302617,0.0,internal_timestamp,14.7110004425,29,29,1539414555.81,32.8918991089,29,29,0,11.7031002045,29,29,3748403355.81
"('2659',)",3.75076007843,29,29,1025.07055591,29,29,11,3767111113.65,3767111249.8,3748403355.87,44.637117,-124.302617,0.0,internal_timestamp,14.6920003891,29,29,1539414555.87,32.8717002869,29,29,0,11.660200119,29,29,3748403355.87
"('2660',)",3.7416601181,29,29,1025.0740576,29,29,11,3767111113.65,3767111249.8,3748403355.93,44.637117,-124.302617,0.0,internal_timestamp,14.6750001907,29,29,1539414555.93,32.8567008972,29,29,0,11.5769996643,29,29,3748403355.93
"('2661',)",3.73259997368,29,29,1025.09216044,29,29,11,3767111113.65,3767111249.8,3748403355.99,44.637117,-124.302617,0.0,internal_timestamp,14.654999733,29,29,1539414555.99,32.8567008972,29,29,0,11.4771003723,29,29,3748403355.99
"('2662',)",3.72714996338,29,29,1025.12383958,29,29,11,3767111113.65,3767111249.8,3748403356.06,44.637117,-124.302617,0.0,internal_timestamp,14.6339998245,29,29,1539414556.06,32.8779983521,29,29,0,11.3930997849,29,29,3748403356.06
"('2663',)",3.7272799015,29,29,1025.16055201,29,29,11,3767111113.65,3767111249.8,3748403356.12,44.637117,-124.302617,0.0,internal_timestamp,14.6169996262,29,29,1539414556.12,32.9157981873,29,29,0,11.3521003723,29,29,3748403356.12
"('2664',)",3.73217010498,29,29,1025.19294417,29,29,11,3767111113.65,3767111249.8,3748403356.18,44.637117,-124.302617,0.0,internal_timestamp,14.5939998627,29,29,1539414556.18,32.9589004517,29,29,0,11.3577003479,29,29,3748403356.18
"('2665',)",3.73833990097,29,29,1025.21110876,29,29,11,3767111113.65,3767111249.8,3748403356.41,44.637117,-124.302617,0.0,internal_timestamp,14.5799999237,29,29,1539414556.41,32.9900016785,29,29,1,11.3906002045,29,29,3748403356.41
"('2666',)",3.74327993393,29,29,1025.21321574,29,29,11,3767111113.65,3767111249.8,3748403356.42,44.637117,-124.302617,0.0,internal_timestamp,14.5590000153,29,29,1539414556.42,33.0023002625,29,29,0,11.4312000275,29,29,3748403356.42
"('2667',)",3.74692988396,29,29,1025.20270412,29,29,11,3767111113.65,3767111249.8,3748403356.43,44.637117,-124.302617,0.0,internal_timestamp,14.5399999619,29,29,1539414556.43,32.9990997314,29,29,0,11.4749002457,29,29,3748403356.43
"('2668',)",3.75051999092,29,29,1025.18411508,29,29,11,3767111113.65,3767111249.8,3748403356.44,44.637117,-124.302617,0.0,internal_timestamp,14.515999794,29,29,1539414556.44,32.9875984192,29,29,0,11.527299881,29,29,3748403356.44
"('2669',)",3.7543399334,29,29,1025.16293346,29,29,11,3767111113.65,3767111249.8,3748403356.49,44.637117,-124.302617,0.0,internal_timestamp,14.5,29,29,1539414556.49,32.9738998413,29,29,0,11.5846004486,29,29,3748403356.49
"('2670',)",3.75767993927,29,29,1025.14175725,29,29,11,3767111113.65,3767111249.8,3748403356.56,44.637117,-124.302617,0.0,internal_timestamp,14.4799995422,29,29,1539414556.56,32.9593009949,29,29,0,11.6378002167,29,29,3748403356.56
"('2671',)",3.75957989693,29,29,1025.12269626,29,29,11,3767111113.65,3767111249.8,3748403356.62,44.637117,-124.302617,0.0,internal_timestamp,14.4610004425,29,29,1539414556.62,32.943901062,29,29,0,11.6759996414,29,29,3748403356.62
"('2672',)",3.75924992561,29,29,1025.10999292,29,29,11,3767111113.65,3767111249.8,3748403356.68,44.637117,-124.302617,0.0,internal_timestamp,14.4420003891,29,29,1539414556.68,32.9304008484,29,29,0,11.6876001358,29,29,3748403356.68
"('2673',)",3.75789999962,29,29,1025.10981985,29,29,11,3767111113.65,3767111249.8,3748403356.74,44.637117,-124.302617,0.0,internal_timestamp,14.4259996414,29,29,1539414556.74,32.9275016785,29,29,0,11.6759004593,29,29,3748403356.74
"('2674',)",3.75817990303,29,29,1025.12499359,29,29,11,3767111113.65,3767111249.8,3748403356.81,44.637117,-124.302617,0.0,internal_timestamp,14.406999588,29,29,1539414556.81,32.9435997009,29,29,0,11.660900116,29,29,3748403356.81
"('2675',)",3.76056003571,29,29,1025.15050216,29,29,11,3767111113.65,3767111249.8,3748403356.87,44.637117,-124.302617,0.0,internal_timestamp,14.3870000839,29,29,1539414556.87,32.9744987488,29,29,0,11.6521997452,29,29,3748403356.87
"('2676',)",3.76453995705,29,29,1025.17628742,29,29,11,3767111113.65,3767111249.8,3748403356.93,44.637117,-124.302617,0.0,internal_timestamp,14.3699998856,29,29,1539414556.93,33.0089988708,29,29,0,11.6572999954,29,29,3748403356.93
"('2677',)",3.76954007149,29,29,1025.18835564,29,29,11,3767111113.65,3767111249.8,3748403356.99,44.637117,-124.302617,0.0,internal_timestamp,14.3520002365,29,29,1539414556.99,33.0316009521,29,29,0,11.6866998672,29,29,3748403356.99
"('2678',)",3.77451992035,29,29,1025.17979252,29,29,11,3767111113.65,3767111249.8,3748403357.06,44.637117,-124.302617,0.0,internal_timestamp,14.3319997787,29,29,1539414557.06,33.0331993103,29,29,0,11.73939991,29,29,3748403357.06
"('2679',)",3.7787899971,29,29,1025.15439418,29,29,11,3767111113.65,3767111249.8,3748403357.12,44.637117,-124.302617,0.0,internal_timestamp,14.3120002747,29,29,1539414557.12,33.0163002014,29,29,0,11.8052997589,29,29,3748403357.12
"('2680',)",3.78213000298,29,29,1025.11867403,29,29,11,3767111113.65,3767111249.8,3748403357.18,44.637117,-124.302617,0.0,internal_timestamp,14.2950000763,29,29,1539414557.18,32.9869995117,29,29,0,11.8747997284,29,29,3748403357.18
"('2681',)",3.78452992439,29,29,1025.08342153,29,29,11,3767111113.65,3767111249.8,3748403357.24,44.637117,-124.302617,0.0,internal_timestamp,14.279999733,29,29,1539414557.24,32.9562988281,29,29,0,11.9357995987,29,29,3748403357.24
"('2682',)",3.78631997108,29,29,1025.05736252,29,29,11,3767111113.65,3767111249.8,3748403357.31,44.637117,-124.302617,0.0,internal_timestamp,14.2609996796,29,29,1539414557.31,32.9337005615,29,29,0,11.9809999466,29,29,3748403357.31
"('2683',)",3.788189888,29,29,1025.04179618,29,29,11,3767111113.65,3767111249.8,3748403357.37,44.637117,-124.302617,0.0,internal_timestamp,14.2449998856,29,29,1539414557.37,32.9219017029,29,29,0,12.0149002075,29,29,3748403357.37
"('2684',)",3.79034996033,29,29,1025.0333161,29,29,11,3767111113.65,3767111249.8,3748403357.43,44.637117,-124.302617,0.0,internal_timestamp,14.2239999771,29,29,1539414557.43,32.9179000854,29,29,0,12.0431003571,29,29,3748403357.43
"('2685',)",3.79236006737,29,29,1025.02849642,29,29,11,3767111113.65,3767111249.8,3748403357.49,44.637117,-124.302617,0.0,internal_timestamp,14.2019996643,29,29,1539414557.49,32.917301178,29,29,0,12.0657997131,29,29,3748403357.49
"('2686',)",3.79357004166,29,29,1025.02591949,29,29,11,3767111113.65,3767111249.8,3748403357.56,44.637117,-124.302617,0.0,internal_timestamp,14.1840000153,29,29,1539414557.56,32.917301178,29,29,0,12.0790996552,29,29,3748403357.56
"('2687',)",3.79356002808,29,29,1025.02508495,29,29,11,3767111113.65,3767111249.81,3748403357.62,44.637117,-124.302617,0.0,internal_timestamp,14.1700000763,29,29,1539414557.62,32.9165000916,29,29,0,12.0798997879,29,29,3748403357.62
"('2688',)",3.79272007942,29,29,1025.02584048,29,29,11,3767111113.65,3767111249.81,3748403357.68,44.637117,-124.302617,0.0,internal_timestamp,14.1510000229,29,29,1539414557.68,32.915599823,29,29,0,12.0717000961,29,29,3748403357.68
"('2689',)",3.79176998138,29,29,1025.02670601,29,29,11,3767111113.65,3767111249.81,3748403357.74,44.637117,-124.302617,0.0,internal_timestamp,14.1319999695,29,29,1539414557.74,32.9146003723,29,29,0,12.0625,29,29,3748403357.74
"('2690',)",3.79137992859,29,29,1025.02733609,29,29,11,3767111113.65,3767111249.81,3748403357.81,44.637117,-124.302617,0.0,internal_timestamp,14.1140003204,29,29,1539414557.81,32.9145011902,29,29,0,12.0583000183,29,29,3748403357.81
"('2691',)",3.79182004929,29,29,1025.02773705,29,29,11,3767111113.65,3767111249.81,3748403357.87,44.637117,-124.302617,0.0,internal_timestamp,14.095000267,29,29,1539414557.87,32.9159011841,29,29,0,12.0614995956,29,29,3748403357.87
"('2692',)",3.79314994812,29,29,1025.02809882,29,29,11,3767111113.65,3767111249.81,3748403357.93,44.637117,-124.302617,0.0,internal_timestamp,14.0780000687,29,29,1539414557.93,32.9191017151,29,29,0,12.0724000931,29,29,3748403357.93
"('2693',)",3.7950398922,29,29,1025.02738602,29,29,11,3767111113.65,3767111249.81,3748403357.99,44.637117,-124.302617,0.0,internal_timestamp,14.0600004196,29,29,1539414557.99,32.9224014282,29,29,0,12.0894002914,29,29,3748403357.99
"('2694',)",3.79726004601,29,29,1025.02477981,29,29,11,3767111113.65,3767111249.81,3748403358.06,44.637117,-124.302617,0.0,internal_timestamp,14.0380001068,29,29,1539414558.06,32.9244995117,29,29,0,12.1113996506,29,29,3748403358.06
"('2695',)",3.79956007004,29,13,1025.02016945,29,29,11,3767111113.65,3767111249.81,3748403358.12,44.637117,-124.302617,0.0,internal_timestamp,14.0200004578,29,29,1539414558.12,32.9247016907,29,29,0,12.136300087,29,29,3748403358.12
"('2696',)",3.80135011673,29,13,1025.01359695,29,29,11,3767111113.65,3767111249.81,3748403358.18,44.637117,-124.302617,0.0,internal_timestamp,14.0010004044,29,29,1539414558.18,32.9219017029,29,29,0,12.1591997147,29,29,3748403358.18
"('2697',)",3.80230998993,29,13,1025.00689634,29,29,11,3767111113.65,3767111249.81,3748403358.24,44.637117,-124.302617,0.0,internal_timestamp,13.9849996567,29,29,1539414558.24,32.9171981812,29,29,0,12.1750001907,29,29,3748403358.24
"('2698',)",3.80247998238,29,13,1025.00119675,29,29,11,3767111113.65,3767111249.81,3748403358.31,44.637117,-124.302617,0.0,internal_timestamp,13.9630002975,29,29,1539414558.31,32.9118995667,29,29,0,12.1829004288,29,29,3748403358.31
"('2699',)",3.80224990845,29,13,1024.99752909,29,29,11,3767111113.65,3767111249.81,3748403358.39,44.637117,-124.302617,0.0,internal_timestamp,13.9469995499,29,29,1539414558.38,32.9077987671,29,29,1,12.1850996017,29,29,3748403358.39
"('2700',)",3.80235004425,29,13,1024.99647567,29,29,11,3767111113.65,3767111249.81,3748403358.43,44.637117,-124.302617,0.0,internal_timestamp,13.9300003052,29,29,1539414558.43,32.9070014954,29,29,0,12.1870002747,29,29,3748403358.43
"('2701',)",3.80362010002,29,13,1024.99908103,29,29,11,3767111113.65,3767111249.81,3748403358.49,44.637117,-124.302617,0.0,internal_timestamp,13.9099998474,29,29,1539414558.49,32.912399292,29,29,0,12.194899559,29,29,3748403358.49
"('2702',)",3.80603003502,29,13,1025.0019632,29,29,11,3767111113.65,3767111249.81,3748403358.56,44.637117,-124.302617,0.0,internal_timestamp,13.8940000534,29,29,1539414558.56,32.9203987122,29,29,0,12.212100029,29,29,3748403358.56
"('2703',)",3.809030056,29,13,1025.00231723,29,29,11,3767111113.65,3767111249.81,3748403358.62,44.637117,-124.302617,0.0,internal_timestamp,13.876999855,29,29,1539414558.62,32.9271011353,29,29,0,12.2372999191,29,29,3748403358.62
"('2704',)",3.81189990044,29,13,1024.99854991,29,29,11,3767111113.65,3767111249.81,3748403358.68,44.637117,-124.302617,0.0,internal_timestamp,13.8559999466,29,29,1539414558.68,32.9294013977,29,29,0,12.2660999298,29,29,3748403358.68
"('2705',)",3.81415009499,29,13,1024.99179712,29,29,11,3767111113.65,3767111249.81,3748403358.74,44.637117,-124.302617,0.0,internal_timestamp,13.8389997482,29,29,1539414558.74,32.9273986816,29,29,0,12.2931003571,29,29,3748403358.74
"('2706',)",3.81561994553,29,13,1024.98400653,29,29,11,3767111113.65,3767111249.82,3748403358.81,44.637117,-124.302617,0.0,internal_timestamp,13.8210000992,29,29,1539414558.81,32.9226989746,29,29,0,12.314499855,29,29,3748403358.81
"('2707',)",3.81657004356,29,13,1024.97749554,29,29,11,3767111113.65,3767111249.82,3748403358.87,44.637117,-124.302617,0.0,internal_timestamp,13.8039999008,29,29,1539414558.87,32.9182014465,29,29,0,12.3299999237,29,29,3748403358.87
"('2708',)",3.81715989113,29,13,1024.97269727,29,29,11,3767111113.65,3767111249.82,3748403358.93,44.637117,-124.302617,0.0,internal_timestamp,13.7849998474,29,29,1539414558.93,32.9146995544,29,29,0,12.3404998779,29,29,3748403358.93
"('2709',)",3.81696009636,29,13,1024.96757132,29,29,11,3767111113.65,3767111249.82,3748403358.99,44.637117,-124.302617,0.0,internal_timestamp,13.7670001984,29,29,1539414558.99,32.909198761,29,29,0,12.3445997238,29,29,3748403358.99
"('2710',)",3.81587004662,29,13,1024.96222714,29,29,11,3767111113.65,3767111249.82,3748403359.06,44.637117,-124.302617,0.0,internal_timestamp,13.7489995956,29,29,1539414559.06,32.901599884,29,29,0,12.3413000107,29,29,3748403359.06
"('2711',)",3.81429004669,29,13,1024.95938685,29,29,11,3767111113.65,3767111249.82,3748403359.12,44.637117,-124.302617,0.0,internal_timestamp,13.7290000916,29,29,1539414559.12,32.8955001831,29,29,0,12.3309001923,29,29,3748403359.12
"('2712',)",3.81231999397,29,13,1024.95974501,29,29,11,3767111113.65,3767111249.82,3748403359.18,44.637117,-124.302617,0.0,internal_timestamp,13.7110004425,29,29,1539414559.18,32.8917999268,29,29,0,12.3135004044,29,29,3748403359.18
"('2713',)",3.81042003632,29,13,1024.96488913,29,29,11,3767111113.65,3767111249.82,3748403359.24,44.637117,-124.302617,0.0,internal_timestamp,13.6929998398,29,29,1539414559.24,32.8931007385,29,29,0,12.2912998199,29,29,3748403359.24
"('2714',)",3.80912995338,29,13,1024.97480198,29,29,11,3767111113.65,3767111249.82,3748403359.31,44.637117,-124.302617,0.0,internal_timestamp,13.6719999313,29,29,1539414559.31,32.9005012512,29,29,0,12.2687997818,29,29,3748403359.31
"('2715',)",3.80847001076,29,13,1024.98609569,29,29,11,3767111113.65,3767111249.82,3748403359.37,44.637117,-124.302617,0.0,internal_timestamp,13.6540002823,29,29,1539414559.37,32.9105987549,29,29,0,12.2501001358,29,29,3748403359.37
"('2716',)",3.80831003189,29,13,1024.99441424,29,29,11,3767111113.65,3767111249.82,3748403359.43,44.637117,-124.302617,0.0,internal_timestamp,13.638999939,29,29,1539414559.43,32.9187011719,29,29,0,12.2390003204,29,29,3748403359.43
"('2717',)",3.80873990059,29,13,1024.99926275,29,29,11,3767111113.65,3767111249.82,3748403359.49,44.637117,-124.302617,0.0,internal_timestamp,13.6199998856,29,29,1539414559.49,32.9245986938,29,29,0,12.2370996475,29,29,3748403359.49
"('2718',)",3.80931997299,29,13,1024.99843997,29,29,11,3767111113.65,3767111249.82,3748403359.56,44.637117,-124.302617,0.0,internal_timestamp,13.595000267,29,29,1539414559.56,32.9250984192,29,29,0,12.2428998947,29,29,3748403359.56
"('2719',)",3.80993008614,29,13,1024.99342026,29,29,11,3767111113.65,3767111249.82,3748403359.62,44.637117,-124.302617,0.0,internal_timestamp,13.5760002136,29,29,1539414559.62,32.9213981628,29,29,0,12.2538003922,29,29,3748403359.62
"('2720',)",3.81053996086,29,13,1024.98690578,29,29,11,3767111113.65,3767111249.82,3748403359.68,44.637117,-124.302617,0.0,internal_timestamp,13.5550003052,29,29,1539414559.68,32.9161987305,29,29,0,12.2664003372,29,29,3748403359.68
"('2721',)",3.81115007401,29,13,1024.98159082,29,29,11,3767111113.65,3767111249.82,3748403359.74,44.637117,-124.302617,0.0,internal_timestamp,13.5389995575,29,29,1539414559.74,32.9122009277,29,29,0,12.2777004242,29,29,3748403359.74
"('2722',)",3.81166005135,29,13,1024.97796148,29,29,11,3767111113.65,3767111249.82,3748403359.81,44.637117,-124.302617,0.0,internal_timestamp,13.5220003128,29,29,1539414559.81,32.9096984863,29,29,0,12.2861995697,29,29,3748403359.81
"('2723',)",3.81205010414,29,13,1024.97628558,29,29,11,3767111113.65,3767111249.82,3748403359.87,44.637117,-124.302617,0.0,internal_timestamp,13.501999855,29,29,1539414559.87,32.9089012146,29,29,0,12.2912998199,29,29,3748403359.87
"('2724',)",3.81231999397,29,13,1024.97573576,29,29,11,3767111113.65,3767111249.82,3748403359.93,44.637117,-124.302617,0.0,internal_timestamp,13.4849996567,29,29,1539414559.93,32.9090003967,29,29,0,12.2941999435,29,29,3748403359.93
"('2725',)",3.81254005432,29,13,1024.97499577,29,29,11,3767111113.65,3767111249.82,3748403359.99,44.637117,-124.302617,0.0,internal_timestamp,13.4650001526,29,29,1539414559.99,32.9087982178,29,29,0,12.2967996597,29,29,3748403359.99
