obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('706',)",33.4976005554,1,0,1029.14530564,29,29,2,3.34976005554,29,13,3724598836.28,3724598836.44,3656808584.82,44.36829,-124.9528,0.0,34.0835531868,29,29,internal_timestamp,493.130004883,29,29,821333,1447819784,5.69049978256,29,29,3656808584.82
"('707',)",33.5003013611,1,0,1029.13904927,29,29,2,3.35003013611,29,13,3724598836.28,3724598836.44,3656808595.82,44.36829,-124.9528,0.0,34.0837209443,29,29,internal_timestamp,491.839996338,29,29,824156,1447819795,5.6939997673,29,29,3656808595.82
"('708',)",33.501499176,1,0,1029.13264274,29,29,2,3.3501499176,29,13,3724598836.28,3724598836.44,3656808606.83,44.36829,-124.9528,0.0,34.0838347878,29,29,internal_timestamp,490.480010986,29,29,827748,1447819806,5.69589996338,29,29,3656808606.83
"('709',)",33.5051994324,1,0,1029.12478536,29,29,2,3.35051994324,29,13,3724598836.28,3724598836.44,3656808617.83,44.36829,-124.9528,0.0,34.0836398957,29,29,internal_timestamp,488.950012207,29,29,831357,1447819817,5.70100021362,29,29,3656808617.83
"('710',)",33.5211982727,1,0,1029.11280082,29,29,2,3.35211982727,29,13,3724598836.28,3724598836.44,3656808628.83,44.36829,-124.9528,0.0,34.0812689371,29,29,internal_timestamp,487.359985352,29,29,825876,1447819828,5.72209978104,29,29,3656808628.83
"('711',)",33.5271987915,1,0,1029.10413459,29,29,2,3.35271987915,29,13,3724598836.28,3724598836.44,3656808639.83,44.36829,-124.9528,0.0,34.08077326,29,29,internal_timestamp,485.790008545,29,29,831659,1447819839,5.73010015488,29,29,3656808639.83
"('712',)",33.5298995972,1,0,1029.09751503,29,29,2,3.35298995972,29,13,3724598836.28,3724598836.44,3656808650.83,44.36829,-124.9528,0.0,34.0806481225,29,29,internal_timestamp,484.480010986,29,29,825341,1447819850,5.73390007019,29,29,3656808650.83
"('713',)",33.5358009338,1,0,1029.09058317,29,29,2,3.35358009338,29,13,3724598836.28,3724598836.45,3656808661.83,44.36829,-124.9528,0.0,34.0800486298,29,29,internal_timestamp,483.299987793,29,29,830964,1447819861,5.74170017242,29,29,3656808661.83
"('714',)",33.5442008972,1,0,1029.08279177,29,29,2,3.35442008972,29,13,3724598836.28,3724598836.45,3656808672.83,44.36829,-124.9528,0.0,34.0791763545,29,29,internal_timestamp,482.070007324,29,29,826145,1447819872,5.75260019302,29,29,3656808672.83
"('715',)",33.5531005859,1,0,1029.07376893,29,29,2,3.35531005859,29,13,3724598836.28,3724598836.45,3656808683.83,44.36829,-124.9528,0.0,34.0775041579,29,29,internal_timestamp,480.75,29,29,832132,1447819883,5.76490020752,29,29,3656808683.83
"('716',)",33.5536003113,1,0,1029.06908773,29,29,2,3.35536003113,29,13,3724598836.28,3724598836.45,3656808694.84,44.36829,-124.9528,0.0,34.0781139966,29,29,internal_timestamp,479.640014648,29,29,836302,1447819894,5.76539993286,29,29,3656808694.84
"('717',)",33.5532989502,1,0,1029.06384517,29,29,2,3.35532989502,29,13,3724598836.28,3724598836.45,3656808705.83,44.36829,-124.9528,0.0,34.0775789912,29,29,internal_timestamp,478.609985352,29,29,829498,1447819905,5.76609992981,29,29,3656808705.83
"('718',)",33.5530014038,1,0,1029.05860662,29,29,2,3.35530014038,29,13,3724598836.28,3724598836.45,3656808716.83,44.36829,-124.9528,0.0,34.0776051314,29,29,internal_timestamp,477.470001221,29,29,834803,1447819916,5.76630020142,29,29,3656808716.83
"('719',)",33.552898407,1,0,1029.05297818,29,29,2,3.3552898407,29,13,3724598836.28,3724598836.45,3656808727.83,44.36829,-124.9528,0.0,34.0776949302,29,29,internal_timestamp,476.239990234,29,29,830986,1447819927,5.76669979095,29,29,3656808727.83
"('720',)",33.5523986816,1,0,1029.04697938,29,29,2,3.35523986816,29,13,3724598836.28,3724598836.45,3656808738.84,44.36829,-124.9528,0.0,34.0771154529,29,29,internal_timestamp,475.049987793,29,29,837245,1447819938,5.76730012894,29,29,3656808738.84
"('721',)",33.5541992188,1,0,1029.0404842,29,29,2,3.35541992188,29,13,3724598836.28,3724598836.45,3656808749.83,44.36829,-124.9528,0.0,34.0769793025,29,29,internal_timestamp,473.739990234,29,29,832885,1447819949,5.77010011673,29,29,3656808749.83
"('722',)",33.5845985413,1,0,1029.0244608,29,29,2,3.35845985413,29,13,3724598836.28,3724598836.45,3656808760.84,44.36829,-124.9528,0.0,34.0713212909,29,29,internal_timestamp,472.399993896,29,29,836435,1447819960,5.81050014496,29,29,3656808760.84
"('723',)",33.6044006348,1,0,1029.01299202,29,29,2,3.36044006348,29,13,3724598836.28,3724598836.45,3656808771.84,44.36829,-124.9528,0.0,34.0688849208,29,29,internal_timestamp,471.059997559,29,29,840368,1447819971,5.8358001709,29,29,3656808771.84
"('724',)",33.6036987305,1,0,1029.00903603,29,29,2,3.36036987305,29,13,3724598836.28,3724598836.45,3656808782.84,44.36829,-124.9528,0.0,34.0704889414,29,29,internal_timestamp,469.869995117,29,29,844420,1447819982,5.83400011063,29,29,3656808782.84
"('725',)",33.6044998169,1,0,1029.00377202,29,29,2,3.36044998169,29,13,3724598836.28,3724598836.45,3656808793.84,44.36829,-124.9528,0.0,34.0708688617,29,29,internal_timestamp,468.690002441,29,29,838377,1447819993,5.83510017395,29,29,3656808793.84
"('726',)",33.606300354,1,0,1028.99705736,29,29,2,3.3606300354,29,13,3724598836.28,3724598836.45,3656808804.84,44.36829,-124.9528,0.0,34.0706463943,29,29,internal_timestamp,467.350006104,29,29,843941,1447820004,5.83799982071,29,29,3656808804.84
"('727',)",33.6088981628,1,0,1028.98908192,29,29,2,3.36088981628,29,13,3724598836.28,3724598836.45,3656808815.85,44.36829,-124.9528,0.0,34.0699945893,29,29,internal_timestamp,465.850006104,29,29,848738,1447820015,5.8422999382,29,29,3656808815.85
"('728',)",33.6148986816,1,0,1028.97969215,29,29,2,3.36148986816,29,13,3724598836.28,3724598836.45,3656808826.84,44.36829,-124.9528,0.0,34.0690220611,29,29,internal_timestamp,464.220001221,29,29,842720,1447820026,5.85080003738,29,29,3656808826.84
"('729',)",33.621799469,1,0,1028.97181381,29,29,2,3.3621799469,29,13,3724598836.28,3724598836.45,3656808837.85,44.36829,-124.9528,0.0,34.0684231451,29,29,internal_timestamp,462.869995117,29,29,848165,1447820037,5.85979986191,29,29,3656808837.85
"('730',)",33.6237983704,1,0,1028.96557657,29,29,2,3.36237983704,29,13,3724598836.28,3724598836.45,3656808848.84,44.36829,-124.9528,0.0,34.0684991873,29,29,internal_timestamp,461.579986572,29,29,842680,1447820048,5.8625998497,29,29,3656808848.84
"('731',)",33.6271018982,1,0,1028.95846117,29,29,2,3.36271018982,29,13,3724598836.28,3724598836.45,3656808859.85,44.36829,-124.9528,0.0,34.0683917442,29,29,internal_timestamp,460.179992676,29,29,850581,1447820059,5.86709976196,29,29,3656808859.85
"('732',)",33.6327018738,1,0,1028.95030307,29,29,2,3.36327018738,29,13,3724598836.28,3724598836.45,3656808870.86,44.36829,-124.9528,0.0,34.0677818031,29,29,internal_timestamp,458.730010986,29,29,855978,1447820070,5.87470006943,29,29,3656808870.86
"('733',)",33.6447982788,1,0,1028.94002209,29,29,2,3.36447982788,29,29,3724598836.28,3724598836.45,3656808881.85,44.36829,-124.9528,0.0,34.0662878705,29,29,internal_timestamp,457.209991455,29,29,852852,1447820081,5.89050006866,29,29,3656808881.85
"('734',)",33.6697998047,1,0,1028.92527603,29,29,2,3.36697998047,29,13,3724598836.28,3724598836.45,3656808892.85,44.36829,-124.9528,0.0,34.0622736164,29,29,internal_timestamp,455.649993896,29,29,848392,1447820092,5.92329978943,29,29,3656808892.85
"('735',)",33.6991004944,1,0,1028.90947049,29,29,2,3.36991004944,29,13,3724598836.28,3724598836.45,3656808903.86,44.36829,-124.9528,0.0,34.0578784021,29,29,internal_timestamp,454.079986572,29,29,855268,1447820103,5.96129989624,29,29,3656808903.86
"('736',)",33.7047996521,1,0,1028.90176297,29,29,2,3.37047996521,29,13,3724598836.28,3724598836.46,3656808914.86,44.36829,-124.9528,0.0,34.0583326857,29,29,internal_timestamp,452.519989014,29,29,862482,1447820114,5.96799993515,29,29,3656808914.86
"('737',)",33.7095985413,1,0,1028.89268824,29,29,2,3.37095985413,29,13,3724598836.28,3724598836.46,3656808925.86,44.36829,-124.9528,0.0,34.0575097298,29,29,internal_timestamp,450.890014648,29,29,856184,1447820125,5.97499990463,29,29,3656808925.86
"('738',)",33.7089996338,1,0,1028.8825147,29,29,2,3.37089996338,29,13,3724598836.28,3724598836.46,3656808936.85,44.36829,-124.9528,0.0,34.054859095,29,29,internal_timestamp,449.209991455,29,29,850570,1447820136,5.97779989243,29,29,3656808936.85
"('739',)",33.7125015259,1,0,1028.87127726,29,29,2,3.37125015259,29,13,3724598836.28,3724598836.46,3656808947.86,44.36829,-124.9528,0.0,34.0525886005,29,29,internal_timestamp,447.359985352,29,29,855746,1447820147,5.98489999771,29,29,3656808947.86
"('740',)",33.7393989563,1,0,1028.85804021,29,29,2,3.37393989563,29,13,3724598836.28,3724598836.46,3656808958.86,44.36829,-124.9528,0.0,34.0517063178,29,29,internal_timestamp,445.570007324,29,29,861423,1447820158,6.01679992676,29,29,3656808958.86
"('741',)",33.7501983643,1,0,1028.85072288,29,29,2,3.37501983643,29,13,3724598836.28,3724598836.46,3656808968.85,44.36829,-124.9528,0.0,34.0529230001,29,29,internal_timestamp,444.109985352,29,29,854147,1447820168,6.02839994431,29,29,3656808968.85
"('742',)",33.7661018372,1,0,1028.83897938,29,29,2,3.37661018372,29,13,3724598836.28,3724598836.46,3656808980.86,44.36829,-124.9528,0.0,34.051146193,29,29,internal_timestamp,442.459991455,29,29,862330,1447820180,6.04879999161,29,29,3656808980.86
"('743',)",33.7690010071,1,0,1028.83132371,29,29,2,3.37690010071,29,13,3724598836.28,3724598836.46,3656808991.86,44.36829,-124.9528,0.0,34.0499363126,29,29,internal_timestamp,441.149993896,29,29,858227,1447820191,6.05389976501,29,29,3656808991.86
"('744',)",33.7678985596,1,0,1028.82441197,29,29,2,3.37678985596,29,13,3724598836.28,3724598836.46,3656809002.86,44.36829,-124.9528,0.0,34.0491736132,29,29,internal_timestamp,439.779998779,29,29,863459,1447820202,6.05410003662,29,29,3656809002.86
"('745',)",33.7756004333,1,0,1028.81471143,29,29,2,3.37756004333,29,13,3724598836.28,3724598836.46,3656809013.87,44.36829,-124.9528,0.0,34.0465427053,29,29,internal_timestamp,438.470001221,29,29,868660,1447820213,6.06599998474,29,29,3656809013.87
"('746',)",33.7831001282,1,0,1028.80889454,29,29,2,3.37831001282,29,13,3724598836.28,3724598836.46,3656809024.87,44.36829,-124.9528,0.0,34.0475314285,29,29,internal_timestamp,437.269989014,29,29,865686,1447820224,6.07399988174,29,29,3656809024.87
"('747',)",33.7873001099,1,0,1028.79875969,29,29,2,3.37873001099,29,13,3724598836.28,3724598836.46,3656809035.86,44.36829,-124.9528,0.0,34.0429954055,29,29,internal_timestamp,436.130004883,29,29,860615,1447820235,6.08379983902,29,29,3656809035.86
"('748',)",33.7732009888,1,0,1028.79222778,29,29,2,3.37732009888,29,13,3724598836.28,3724598836.46,3656809046.87,44.36829,-124.9528,0.0,34.0406964907,29,29,internal_timestamp,434.720001221,29,29,866008,1447820246,6.07100009918,29,29,3656809046.87
"('749',)",33.7650985718,1,0,1028.78574238,29,29,2,3.37650985718,29,13,3724598836.28,3724598836.46,3656809057.86,44.36829,-124.9528,0.0,34.0386344474,29,29,internal_timestamp,433.470001221,29,29,861416,1447820257,6.06459999084,29,29,3656809057.86
"('750',)",33.7452011108,1,0,1028.77904095,29,29,2,3.37452011108,29,13,3724598836.28,3724598836.46,3656809068.87,44.36829,-124.9528,0.0,34.0336863185,29,29,internal_timestamp,432.359985352,29,29,867165,1447820268,6.04780006409,29,29,3656809068.87
"('751',)",33.7509002686,1,0,1028.76942013,29,29,2,3.37509002686,29,13,3724598836.28,3724598836.46,3656809079.87,44.36829,-124.9528,0.0,34.0290447346,29,29,internal_timestamp,431.399993896,29,29,871920,1447820279,6.05929994583,29,29,3656809079.87
"('752',)",33.7529983521,1,0,1028.76492108,29,29,2,3.37529983521,29,13,3724598836.28,3724598836.46,3656809090.86,44.36829,-124.9528,0.0,34.0292573521,29,29,internal_timestamp,430.459991455,29,29,864265,1447820290,6.06190013885,29,29,3656809090.86
"('753',)",33.7529983521,1,0,1028.76117385,29,29,2,3.37529983521,29,13,3724598836.28,3724598836.46,3656809101.87,44.36829,-124.9528,0.0,34.029585068,29,29,internal_timestamp,429.589996338,29,29,866959,1447820301,6.06199979782,29,29,3656809101.87
"('754',)",33.7481994629,1,0,1028.75549368,29,29,2,3.37481994629,29,13,3724598836.28,3724598836.46,3656809112.87,44.36829,-124.9528,0.0,34.0269256439,29,29,internal_timestamp,428.739990234,29,29,871222,1447820312,6.05970001221,29,29,3656809112.87
"('755',)",33.7492980957,1,0,1028.75154991,29,29,2,3.37492980957,29,13,3724598836.28,3724598836.46,3656809122.87,44.36829,-124.9528,0.0,34.0265157723,29,29,internal_timestamp,428.010009766,29,29,872911,1447820322,6.06169986725,29,29,3656809122.87
"('756',)",33.7578010559,1,0,1028.74669968,29,29,2,3.37578010559,29,13,3724598836.28,3724598836.46,3656809134.87,44.36829,-124.9528,0.0,34.0274054775,29,29,internal_timestamp,427.070007324,29,29,871107,1447820334,6.07079982758,29,29,3656809134.87
"('757',)",33.7535018921,1,0,1028.74213945,29,29,2,3.37535018921,29,13,3724598836.28,3724598836.46,3656809145.87,44.36829,-124.9528,0.0,34.0264453679,29,29,internal_timestamp,426.140014648,29,29,874207,1447820345,6.06739997864,29,29,3656809145.87
"('758',)",33.7610015869,1,0,1028.73609278,29,29,2,3.37610015869,29,13,3724598836.28,3724598836.46,3656809156.88,44.36829,-124.9528,0.0,34.0265795263,29,29,internal_timestamp,425.059997559,29,29,878982,1447820356,6.07620000839,29,29,3656809156.88
"('759',)",33.7658996582,1,0,1028.73198928,29,29,2,3.37658996582,29,13,3724598836.28,3724598836.46,3656809167.88,44.36829,-124.9528,0.0,34.0277338401,29,29,internal_timestamp,424.109985352,29,29,882323,1447820367,6.08099985123,29,29,3656809167.88
"('760',)",33.7811012268,1,0,1028.72602648,29,29,2,3.37811012268,29,13,3724598836.28,3724598836.46,3656809178.88,44.36829,-124.9528,0.0,34.0279716594,29,29,internal_timestamp,423.279998779,29,29,875905,1447820378,6.09819984436,29,29,3656809178.88
"('761',)",33.8019981384,1,0,1028.71942889,29,29,2,3.38019981384,29,13,3724598836.28,3724598836.47,3656809189.88,44.36829,-124.9528,0.0,34.0282655276,29,29,internal_timestamp,422.489990234,29,29,881010,1447820389,6.12169981003,29,29,3656809189.88
"('762',)",33.8055992126,1,0,1028.71630309,29,29,2,3.38055992126,29,13,3724598836.28,3724598836.47,3656809200.88,44.36829,-124.9528,0.0,34.0291559647,29,29,internal_timestamp,421.760009766,29,29,875765,1447820400,6.12519979477,29,29,3656809200.88
"('763',)",33.8092002869,1,0,1028.71202705,29,29,2,3.38092002869,29,13,3724598836.28,3724598836.47,3656809211.88,44.36829,-124.9528,0.0,34.0294059086,29,29,internal_timestamp,420.910003662,29,29,882064,1447820411,6.12939977646,29,29,3656809211.88
"('764',)",33.8102989197,1,0,1028.70817339,29,29,2,3.38102989197,29,13,3724598836.28,3724598836.47,3656809221.88,44.36829,-124.9528,0.0,34.0296485184,29,29,internal_timestamp,420.070007324,29,29,884953,1447820421,6.13079977036,29,29,3656809221.88
"('765',)",33.8106994629,1,0,1028.70288121,29,29,2,3.38106994629,29,13,3724598836.28,3724598836.47,3656809233.88,44.36829,-124.9528,0.0,34.0294276961,29,29,internal_timestamp,418.989990234,29,29,879481,1447820433,6.13199996948,29,29,3656809233.88
"('766',)",33.8082008362,1,0,1028.69850264,29,29,2,3.38082008362,29,13,3724598836.28,3724598836.47,3656809243.89,44.36829,-124.9528,0.0,34.0286578684,29,29,internal_timestamp,418.119995117,29,29,891575,1447820443,6.13040018082,29,29,3656809243.89
"('767',)",33.8046989441,1,0,1028.6935004,29,29,2,3.38046989441,29,13,3724598836.28,3724598836.47,3656809255.89,44.36829,-124.9528,0.0,34.0273997733,29,29,internal_timestamp,417.179992676,29,29,887428,1447820455,6.12820005417,29,29,3656809255.89
"('768',)",33.8176002502,1,0,1028.68818508,29,29,2,3.38176002502,29,13,3724598836.28,3724598836.47,3656809266.89,44.36829,-124.9528,0.0,34.0280638097,29,29,internal_timestamp,416.329986572,29,29,891674,1447820466,6.1423997879,29,29,3656809266.89
"('769',)",33.8376998901,1,0,1028.68156595,29,29,2,3.38376998901,29,13,3724598836.28,3724598836.47,3656809277.88,44.36829,-124.9528,0.0,34.0288131364,29,29,internal_timestamp,415.420013428,29,29,883577,1447820477,6.16459989548,29,29,3656809277.88
"('770',)",33.8403015137,1,0,1028.67818665,29,29,2,3.38403015137,29,13,3724598836.28,3724598836.47,3656809288.89,44.36829,-124.9528,0.0,34.0296170132,29,29,internal_timestamp,414.619995117,29,29,885648,1447820488,6.1670999527,29,29,3656809288.89
"('771',)",33.8450012207,1,0,1028.67464036,29,29,2,3.38450012207,29,13,3724598836.28,3724598836.47,3656809299.89,44.36829,-124.9528,0.0,34.0302351656,29,29,internal_timestamp,413.890014648,29,29,888539,1447820499,6.17210006714,29,29,3656809299.89
"('772',)",33.8479995728,1,0,1028.67141816,29,29,2,3.38479995728,29,13,3724598836.28,3724598836.47,3656809310.89,44.36829,-124.9528,0.0,34.0306200086,29,29,internal_timestamp,413.220001221,29,29,891097,1447820510,6.17539978027,29,29,3656809310.89
"('773',)",33.8596000671,1,0,1028.66485508,29,29,2,3.38596000671,29,13,3724598836.28,3724598836.47,3656809321.89,44.36829,-124.9528,0.0,34.029722822,29,29,internal_timestamp,412.369995117,29,29,893924,1447820521,6.18970012665,29,29,3656809321.89
"('774',)",33.8720016479,1,0,1028.6574482,29,29,2,3.38720016479,29,13,3724598836.28,3724598836.47,3656809332.9,44.36829,-124.9528,0.0,34.0294572785,29,29,internal_timestamp,411.239990234,29,29,898161,1447820532,6.20440006256,29,29,3656809332.9
"('775',)",33.8958015442,1,0,1028.64379982,29,29,2,3.38958015442,29,13,3724598836.28,3724598836.47,3656809343.89,44.36829,-124.9528,0.0,34.0252426896,29,29,internal_timestamp,409.929992676,29,29,891005,1447820543,6.23589992523,29,29,3656809343.89
"('776',)",33.8978004456,1,0,1028.63689905,29,29,2,3.38978004456,29,13,3724598836.28,3724598836.47,3656809354.89,44.36829,-124.9528,0.0,34.0250573037,29,29,internal_timestamp,408.549987793,29,29,894603,1447820554,6.2389998436,29,29,3656809354.89
"('777',)",33.9037017822,1,0,1028.63111318,29,29,2,3.39037017822,29,13,3724598836.28,3724598836.47,3656809365.9,44.36829,-124.9528,0.0,34.0249653393,29,29,internal_timestamp,407.519989014,29,29,897263,1447820565,6.24620008469,29,29,3656809365.9
"('778',)",33.9062004089,1,0,1028.62717119,29,29,2,3.39062004089,29,13,3724598836.28,3724598836.47,3656809376.9,44.36829,-124.9528,0.0,34.0250434118,29,29,internal_timestamp,406.739990234,29,29,899772,1447820576,6.24930000305,29,29,3656809376.9
"('779',)",33.914100647,1,0,1028.62076859,29,29,2,3.3914100647,29,13,3724598836.28,3724598836.47,3656809387.89,44.36829,-124.9528,0.0,34.0238123891,29,29,internal_timestamp,405.869995117,29,29,893300,1447820587,6.25979995728,29,29,3656809387.89
"('780',)",33.9149017334,1,0,1028.61731484,29,29,2,3.39149017334,29,13,3724598836.28,3724598836.47,3656809397.89,44.36829,-124.9528,0.0,34.0240856884,29,29,internal_timestamp,405.100006104,29,29,893914,1447820597,6.2607998848,29,29,3656809397.89
"('781',)",33.9196014404,1,0,1028.6120266,29,29,2,3.39196014404,29,13,3724598836.28,3724598836.48,3656809409.9,44.36829,-124.9528,0.0,34.0230244223,29,29,internal_timestamp,404.329986572,29,29,901647,1447820609,6.26749992371,29,29,3656809409.9
"('782',)",33.9217987061,1,0,1028.60870803,29,29,2,3.39217987061,29,13,3724598836.28,3724598836.48,3656809420.9,44.36829,-124.9528,0.0,34.023324738,29,29,internal_timestamp,403.630004883,29,29,896296,1447820620,6.26999998093,29,29,3656809420.9
"('783',)",33.9221000671,1,0,1028.60518334,29,29,2,3.39221000671,29,13,3724598836.28,3724598836.48,3656809430.9,44.36829,-124.9528,0.0,34.0234396169,29,29,internal_timestamp,402.859985352,29,29,899957,1447820630,6.27059984207,29,29,3656809430.9
"('784',)",33.926700592,1,0,1028.59925844,29,29,2,3.3926700592,29,13,3724598836.28,3724598836.48,3656809442.9,44.36829,-124.9528,0.0,34.0228828912,29,29,internal_timestamp,401.850006104,29,29,895931,1447820642,6.27680015564,29,29,3656809442.9
"('785',)",33.9314002991,1,0,1028.59286769,29,29,2,3.39314002991,29,13,3724598836.28,3724598836.48,3656809453.9,44.36829,-124.9528,0.0,34.0218393865,29,29,internal_timestamp,400.839996338,29,29,902652,1447820653,6.28359985352,29,29,3656809453.9
"('786',)",33.9355010986,1,0,1028.58662242,29,29,2,3.39355010986,29,13,3724598836.28,3724598836.48,3656809463.9,44.36829,-124.9528,0.0,34.0206019255,29,29,internal_timestamp,399.880004883,29,29,904509,1447820663,6.28989982605,29,29,3656809463.9
"('787',)",33.9436988831,1,0,1028.57619024,29,29,2,3.39436988831,29,13,3724598836.28,3724598836.51,3656809475.91,44.36829,-124.9528,0.0,34.0167795031,29,29,internal_timestamp,398.670013428,29,29,909769,1447820675,6.30350017548,29,29,3656809475.91
"('788',)",33.9478988647,1,0,1028.56970163,29,29,2,3.39478988647,29,13,3724598836.28,3724598836.51,3656809486.9,44.36829,-124.9528,0.0,34.0163531659,29,29,internal_timestamp,397.5,29,29,904989,1447820686,6.30919981003,29,29,3656809486.9
"('789',)",33.9548988342,1,0,1028.56221091,29,29,2,3.39548988342,29,13,3724598836.28,3724598836.52,3656809497.91,44.36829,-124.9528,0.0,34.016467972,29,29,internal_timestamp,396.100006104,29,29,910753,1447820697,6.31759977341,29,29,3656809497.91
"('790',)",33.9561004639,1,0,1028.55373159,29,29,2,3.39561004639,29,13,3724598836.28,3724598836.52,3656809508.91,44.36829,-124.9528,0.0,34.0161574581,29,29,internal_timestamp,394.380004883,29,29,905181,1447820708,6.32009983063,29,29,3656809508.91
"('791',)",33.9590988159,1,0,1028.54564402,29,29,2,3.39590988159,29,13,3724598836.28,3724598836.52,3656809519.91,44.36829,-124.9528,0.0,34.0167714899,29,29,internal_timestamp,392.619995117,29,29,913569,1447820719,6.32369995117,29,29,3656809519.91
"('792',)",33.9584999084,1,0,1028.53694958,29,29,2,3.39584999084,29,13,3724598836.28,3724598836.52,3656809530.91,44.36829,-124.9528,0.0,34.0168342642,29,29,internal_timestamp,390.720001221,29,29,908009,1447820730,6.32390022278,29,29,3656809530.91
"('793',)",33.9664993286,1,0,1028.52496988,29,29,2,3.39664993286,29,13,3724598836.28,3724598836.52,3656809541.91,44.36829,-124.9528,0.0,34.0160380611,29,29,internal_timestamp,388.570007324,29,29,913178,1447820741,6.33470010757,29,29,3656809541.91
"('794',)",33.9664993286,1,0,1028.51564278,29,29,2,3.39664993286,29,13,3724598836.28,3724598836.52,3656809552.91,44.36829,-124.9528,0.0,34.0160204586,29,29,internal_timestamp,386.570007324,29,29,906838,1447820752,6.3357000351,29,29,3656809552.91
"('795',)",33.9678993225,1,0,1028.50738655,29,29,2,3.39678993225,29,13,3724598836.28,3724598836.52,3656809563.91,44.36829,-124.9528,0.0,34.0160354453,29,29,internal_timestamp,384.839996338,29,29,911189,1447820763,6.33809995651,29,29,3656809563.91
"('796',)",33.9682998657,1,0,1028.50047708,29,29,2,3.39682998657,29,13,3724598836.28,3724598836.52,3656809574.92,44.36829,-124.9528,0.0,34.0163331643,29,29,internal_timestamp,383.309997559,29,29,918652,1447820774,6.33900022507,29,29,3656809574.92
"('797',)",33.9701004028,1,0,1028.49496715,29,29,2,3.39701004028,29,13,3724598836.28,3724598836.52,3656809584.91,44.36829,-124.9528,0.0,34.0165152227,29,29,internal_timestamp,382.149993896,29,29,910103,1447820784,6.34140014648,29,29,3656809584.91
"('798',)",33.9753990173,1,0,1028.48622918,29,29,2,3.39753990173,29,13,3724598836.28,3724598836.52,3656809596.92,44.36829,-124.9528,0.0,34.0145967908,29,29,internal_timestamp,380.829986572,29,29,918361,1447820796,6.34989976883,29,29,3656809596.92
"('799',)",33.9817008972,1,0,1028.47972933,29,29,2,3.39817008972,29,13,3724598836.28,3724598836.52,3656809607.92,44.36829,-124.9528,0.0,34.0138559192,29,29,internal_timestamp,379.790008545,29,29,921979,1447820807,6.35820007324,29,29,3656809607.92
"('800',)",33.9874992371,1,0,1028.47483417,29,29,2,3.39874992371,29,13,3724598836.28,3724598836.52,3656809618.92,44.36829,-124.9528,0.0,34.0138601303,29,29,internal_timestamp,378.929992676,29,29,917777,1447820818,6.36509990692,29,29,3656809618.92
"('801',)",33.9897003174,1,0,1028.47086101,29,29,2,3.39897003174,29,13,3724598836.28,3724598836.52,3656809629.92,44.36829,-124.9528,0.0,34.0139082953,29,29,internal_timestamp,378.140014648,29,29,924424,1447820829,6.36789989471,29,29,3656809629.92
"('802',)",33.9939994812,1,0,1028.46590258,29,29,2,3.39939994812,29,13,3724598836.28,3724598836.52,3656809640.92,44.36829,-124.9528,0.0,34.0130912241,29,29,internal_timestamp,377.380004883,29,29,919358,1447820840,6.37389993668,29,29,3656809640.92
"('803',)",34.0003013611,1,0,1028.46099586,29,29,2,3.40003013611,29,13,3724598836.28,3724598836.52,3656809651.92,44.36829,-124.9528,0.0,34.0127149514,29,29,internal_timestamp,376.609985352,29,29,924985,1447820851,6.38170003891,29,29,3656809651.92
"('804',)",34.0000991821,1,0,1028.45625979,29,29,2,3.40000991821,29,13,3724598836.28,3724598836.52,3656809662.93,44.36829,-124.9528,0.0,34.0115881762,29,29,internal_timestamp,375.809997559,29,29,929240,1447820862,6.382999897,29,29,3656809662.93
"('805',)",33.9995002747,1,0,1028.45227306,29,29,2,3.39995002747,29,13,3724598836.28,3724598836.52,3656809672.92,44.36829,-124.9528,0.0,34.0111043099,29,29,internal_timestamp,375.029998779,29,29,920145,1447820872,6.38320016861,29,29,3656809672.92
"('806',)",34.0050010681,1,0,1028.44538882,29,29,2,3.40050010681,29,13,3724598836.28,3724598836.52,3656809683.92,44.36829,-124.9528,0.0,34.0097658267,29,29,internal_timestamp,374.0,29,29,924737,1447820883,6.39120006561,29,29,3656809683.92
"('807',)",34.0093002319,1,0,1028.43795947,29,29,2,3.40093002319,29,13,3724598836.28,3724598836.52,3656809695.92,44.36829,-124.9528,0.0,34.0087950303,29,29,internal_timestamp,372.739990234,29,29,922518,1447820895,6.39760017395,29,29,3656809695.92
"('808',)",34.0196990967,1,0,1028.43041646,29,29,2,3.40196990967,29,13,3724598836.28,3724598836.52,3656809705.92,44.36829,-124.9528,0.0,34.0079663517,29,29,internal_timestamp,371.630004883,29,29,923980,1447820905,6.41060018539,29,29,3656809705.92
"('809',)",34.0350990295,1,0,1028.42114335,29,29,2,3.40350990295,29,13,3724598836.28,3724598836.52,3656809717.93,44.36829,-124.9528,0.0,34.0075648492,29,29,internal_timestamp,370.230010986,29,29,930972,1447820917,6.42889976501,29,29,3656809717.93
