obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('0',)",32.9039001465,1,0,1029.71150268,29,29,2,3.29039001465,29,29,3724598836.05,3724598836.22,3656793646.87,44.36829,-124.9528,0.0,34.1832875043,29,29,internal_timestamp,576.409973145,29,29,873050,1447804846,4.88280010223,29,29,3656793646.87
"('1',)",32.9253997803,1,0,1029.6974957,29,29,2,3.29253997803,29,29,3724598836.05,3724598836.22,3656793657.87,44.36829,-124.9528,0.0,34.1802499058,29,29,internal_timestamp,574.659973145,29,29,869059,1447804857,4.91090011597,29,29,3656793657.87
"('2',)",32.9457015991,1,0,1029.6760762,29,29,2,3.29457015991,29,29,3724598836.05,3724598836.22,3656793668.87,44.36829,-124.9528,0.0,34.171261743,29,29,internal_timestamp,572.450012207,29,29,873856,1447804868,4.94369983673,29,29,3656793668.87
"('3',)",32.9440002441,1,0,1029.66779129,29,29,2,3.29440002441,29,29,3724598836.05,3724598836.22,3656793679.88,44.36829,-124.9528,0.0,34.1719216688,29,29,internal_timestamp,570.489990234,29,29,882745,1447804879,4.94210004807,29,29,3656793679.88
"('4',)",32.9435005188,1,0,1029.65979243,29,29,2,3.29435005188,29,29,3724598836.05,3724598836.22,3656793690.87,44.36829,-124.9528,0.0,34.1719107065,29,29,internal_timestamp,568.760009766,29,29,869793,1447804890,4.94239997864,29,29,3656793690.87
"('5',)",32.9425010681,1,0,1029.65222014,29,29,2,3.29425010681,29,29,3724598836.05,3724598836.22,3656793701.88,44.36829,-124.9528,0.0,34.1722378144,29,29,internal_timestamp,567.039978027,29,29,876210,1447804901,4.94180011749,29,29,3656793701.88
"('6',)",32.9418983459,1,0,1029.64312869,29,29,2,3.29418983459,29,29,3724598836.06,3724598836.22,3656793712.87,44.36829,-124.9528,0.0,34.1723415972,29,29,internal_timestamp,565.049987793,29,29,871357,1447804912,4.94199991226,29,29,3656793712.87
"('7',)",32.9418983459,1,0,1029.63431895,29,29,2,3.29418983459,29,29,3724598836.06,3724598836.22,3656793723.88,44.36829,-124.9528,0.0,34.1724916958,29,29,internal_timestamp,563.130004883,29,29,879538,1447804923,4.94280004501,29,29,3656793723.88
"('8',)",32.9496994019,1,0,1029.6219678,29,29,2,3.29496994019,29,29,3724598836.06,3724598836.22,3656793734.87,44.36829,-124.9528,0.0,34.169989824,29,29,internal_timestamp,561.210021973,29,29,873989,1447804934,4.95499992371,29,29,3656793734.87
"('9',)",32.9603996277,1,0,1029.61037514,29,29,2,3.29603996277,29,29,3724598836.06,3724598836.22,3656793745.88,44.36829,-124.9528,0.0,34.1686730726,29,29,internal_timestamp,559.309997559,29,29,879578,1447804945,4.96929979324,29,29,3656793745.88
"('10',)",32.9726982117,1,0,1029.59704363,29,29,2,3.29726982117,29,29,3724598836.06,3724598836.22,3656793756.88,44.36829,-124.9528,0.0,34.1655016922,29,29,internal_timestamp,557.450012207,29,29,881470,1447804956,4.98719978333,29,29,3656793756.88
"('11',)",32.9808006287,1,0,1029.58251958,29,29,2,3.29808006287,29,29,3724598836.06,3724598836.22,3656793767.87,44.36829,-124.9528,0.0,34.1614888161,29,29,internal_timestamp,555.369995117,29,29,873646,1447804967,5.00129985809,29,29,3656793767.87
"('12',)",32.9957008362,1,0,1029.56737723,29,29,2,3.29957008362,29,29,3724598836.06,3724598836.22,3656793778.88,44.36829,-124.9528,0.0,34.1580756747,29,29,internal_timestamp,553.25,29,29,876485,1447804978,5.02250003815,29,29,3656793778.88
"('13',)",33.0157012939,1,0,1029.54859597,29,29,2,3.30157012939,29,29,3724598836.06,3724598836.22,3656793789.88,44.36829,-124.9528,0.0,34.1513376648,29,29,internal_timestamp,551.159973145,29,29,878770,1447804989,5.05270004272,29,29,3656793789.88
"('14',)",33.0242004395,1,0,1029.53621081,29,29,2,3.30242004395,29,29,3724598836.06,3724598836.22,3656793800.88,44.36829,-124.9528,0.0,34.1477964732,29,29,internal_timestamp,549.460021973,29,29,881839,1447805000,5.06659984589,29,29,3656793800.88
"('15',)",33.0329017639,1,0,1029.52363713,29,29,2,3.30329017639,29,29,3724598836.06,3724598836.22,3656793811.89,44.36829,-124.9528,0.0,34.1430638303,29,29,internal_timestamp,547.960021973,29,29,885864,1447805011,5.08179998398,29,29,3656793811.89
"('16',)",33.0400009155,1,0,1029.51581928,29,29,2,3.30400009155,29,29,3724598836.06,3724598836.22,3656793822.89,44.36829,-124.9528,0.0,34.1424133923,29,29,internal_timestamp,546.630004883,29,29,889534,1447805022,5.09110021591,29,29,3656793822.89
"('17',)",33.0624008179,1,0,1029.5015485,29,29,2,3.30624008179,29,29,3724598836.06,3724598836.23,3656793833.89,44.36829,-124.9528,0.0,34.1381505365,29,29,internal_timestamp,545.099975586,29,29,888514,1447805033,5.12130022049,29,29,3656793833.89
"('18',)",33.0679016113,1,0,1029.49442371,29,29,2,3.30679016113,29,29,3724598836.06,3724598836.23,3656793844.88,44.36829,-124.9528,0.0,34.1395847745,29,29,internal_timestamp,543.460021973,29,29,881927,1447805044,5.12690019608,29,29,3656793844.88
"('19',)",33.0685005188,1,0,1029.48818832,29,29,2,3.30685005188,29,29,3724598836.06,3724598836.23,3656793855.88,44.36829,-124.9528,0.0,34.1398400371,29,29,internal_timestamp,542.090026855,29,29,882448,1447805055,5.12799978256,29,29,3656793855.88
"('20',)",33.0710983276,1,0,1029.48143279,29,29,2,3.30710983276,29,29,3724598836.06,3724598836.23,3656793866.88,44.36829,-124.9528,0.0,34.1398438857,29,29,internal_timestamp,540.719970703,29,29,883430,1447805066,5.13159990311,29,29,3656793866.88
"('21',)",33.0746994019,1,0,1029.47368436,29,29,2,3.30746994019,29,29,3724598836.06,3724598836.23,3656793877.88,44.36829,-124.9528,0.0,34.1395322437,29,29,internal_timestamp,539.229980469,29,29,884890,1447805077,5.13670015335,29,29,3656793877.88
"('22',)",33.0840988159,1,0,1029.46438978,29,29,2,3.30840988159,29,29,3724598836.06,3724598836.23,3656793888.89,44.36829,-124.9528,0.0,34.137991671,29,29,internal_timestamp,537.83001709,29,29,888118,1447805088,5.14949989319,29,29,3656793888.89
"('23',)",33.0904998779,1,0,1029.45278688,29,29,2,3.30904998779,29,29,3724598836.06,3724598836.23,3656793899.89,44.36829,-124.9528,0.0,34.1343199007,29,29,internal_timestamp,536.260009766,29,29,890625,1447805099,5.16109991074,29,29,3656793899.89
"('24',)",33.120300293,1,0,1029.43603718,29,29,2,3.3120300293,29,29,3724598836.06,3724598836.23,3656793910.89,44.36829,-124.9528,0.0,34.1272174319,29,29,internal_timestamp,534.989990234,29,29,892169,1447805110,5.20230007172,29,29,3656793910.89
"('25',)",33.1237983704,1,0,1029.43134623,29,29,2,3.31237983704,29,29,3724598836.06,3724598836.23,3656793921.89,44.36829,-124.9528,0.0,34.1285514051,29,29,internal_timestamp,533.83001709,29,29,894402,1447805121,5.20550012589,29,29,3656793921.89
"('26',)",33.1305007935,1,0,1029.4252861,29,29,2,3.31305007935,29,29,3724598836.06,3724598836.23,3656793932.9,44.36829,-124.9528,0.0,34.1291033956,29,29,internal_timestamp,532.630004883,29,29,898650,1447805132,5.21309995651,29,29,3656793932.9
"('27',)",33.1309013367,1,0,1029.41964479,29,29,2,3.31309013367,29,29,3724598836.06,3724598836.23,3656793943.89,44.36829,-124.9528,0.0,34.1292630387,29,29,internal_timestamp,531.400024414,29,29,893014,1447805143,5.21400022507,29,29,3656793943.89
"('28',)",33.1335983276,1,0,1029.41346236,29,29,2,3.31335983276,29,29,3724598836.06,3724598836.23,3656793954.9,44.36829,-124.9528,0.0,34.1290955117,29,29,internal_timestamp,530.190002441,29,29,896883,1447805154,5.21780014038,29,29,3656793954.9
"('29',)",33.1399993896,1,0,1029.40690131,29,29,2,3.31399993896,29,29,3724598836.06,3724598836.23,3656793965.9,44.36829,-124.9528,0.0,34.129103824,29,29,internal_timestamp,528.979980469,29,29,898466,1447805165,5.22559976578,29,29,3656793965.9
"('30',)",33.1510009766,1,0,1029.39732161,29,29,2,3.31510009766,29,29,3724598836.06,3724598836.23,3656793976.9,44.36829,-124.9528,0.0,34.1270062589,29,29,internal_timestamp,527.679992676,29,29,901279,1447805176,5.24069976807,29,29,3656793976.9
"('31',)",33.1517982483,1,0,1029.38926652,29,29,2,3.31517982483,29,29,3724598836.06,3724598836.23,3656793987.9,44.36829,-124.9528,0.0,34.1247971544,29,29,internal_timestamp,526.409973145,29,29,900774,1447805187,5.24440002441,29,29,3656793987.9
"('32',)",33.1632003784,1,0,1029.38008486,29,29,2,3.31632003784,29,29,3724598836.06,3724598836.23,3656793998.9,44.36829,-124.9528,0.0,34.1225897727,29,29,internal_timestamp,525.229980469,29,29,899924,1447805198,5.26000022888,29,29,3656793998.9
"('33',)",33.1773986816,1,0,1029.37012121,29,29,2,3.31773986816,29,29,3724598836.06,3724598836.23,3656794009.9,44.36829,-124.9528,0.0,34.1210441454,29,29,internal_timestamp,523.840026855,29,29,904069,1447805209,5.27820014954,29,29,3656794009.9
"('34',)",33.1954994202,1,0,1029.35750866,29,29,2,3.31954994202,29,29,3724598836.06,3724598836.23,3656794020.91,44.36829,-124.9528,0.0,34.1174880751,29,29,internal_timestamp,522.400024414,29,29,907746,1447805220,5.30280017853,29,29,3656794020.91
"('35',)",33.215801239,1,0,1029.34452299,29,29,2,3.3215801239,29,29,3724598836.06,3724598836.23,3656794031.9,44.36829,-124.9528,0.0,34.1141364551,29,29,internal_timestamp,520.909973145,29,29,900124,1447805231,5.32969999313,29,29,3656794031.9
"('36',)",33.2229003906,1,0,1029.33588689,29,29,2,3.32229003906,29,29,3724598836.06,3724598836.23,3656794042.9,44.36829,-124.9528,0.0,34.1141315851,29,29,internal_timestamp,519.280029297,29,29,901568,1447805242,5.33850002289,29,29,3656794042.9
"('37',)",33.2267990112,1,0,1029.32608026,29,29,2,3.32267990112,29,29,3724598836.06,3724598836.23,3656794053.91,44.36829,-124.9528,0.0,34.1127448577,29,29,internal_timestamp,517.570007324,29,29,905064,1447805253,5.34509992599,29,29,3656794053.91
"('38',)",33.2277984619,1,0,1029.31761899,29,29,2,3.32277984619,29,29,3724598836.06,3724598836.23,3656794064.92,44.36829,-124.9528,0.0,34.112412671,29,29,internal_timestamp,515.849975586,29,29,916026,1447805264,5.34740018845,29,29,3656794064.92
"('39',)",33.2304000854,1,0,1029.30820781,29,29,2,3.32304000854,29,29,3724598836.06,3724598836.23,3656794075.91,44.36829,-124.9528,0.0,34.1110467076,29,29,internal_timestamp,514.179992676,29,29,910538,1447805275,5.35249996185,29,29,3656794075.91
"('40',)",33.2327003479,1,0,1029.30091975,29,29,2,3.32327003479,29,29,3724598836.06,3724598836.23,3656794086.9,44.36829,-124.9528,0.0,34.111186653,29,29,internal_timestamp,512.659973145,29,29,903337,1447805286,5.35570001602,29,29,3656794086.9
"('41',)",33.2414016724,1,0,1029.29293761,29,29,2,3.32414016724,29,29,3724598836.06,3724598836.23,3656794097.91,44.36829,-124.9528,0.0,34.1106290461,29,29,internal_timestamp,511.329986572,29,29,908164,1447805297,5.36670017242,29,29,3656794097.91
"('42',)",33.278301239,1,0,1029.27734674,29,29,2,3.3278301239,29,29,3724598836.06,3724598836.23,3656794108.91,44.36829,-124.9528,0.0,34.1051312617,29,29,internal_timestamp,510.230010986,29,29,912269,1447805308,5.4141998291,29,29,3656794108.91
"('43',)",33.2915992737,1,0,1029.26821096,29,29,2,3.32915992737,29,29,3724598836.06,3724598836.23,3656794119.92,44.36829,-124.9528,0.0,34.1032478686,29,29,internal_timestamp,509.059997559,29,29,918423,1447805319,5.43160009384,29,29,3656794119.92
"('44',)",33.2939987183,1,0,1029.26217904,29,29,2,3.32939987183,29,29,3724598836.06,3724598836.23,3656794130.92,44.36829,-124.9528,0.0,34.1038085996,29,29,internal_timestamp,507.730010986,29,29,918519,1447805330,5.43440008163,29,29,3656794130.92
"('45',)",33.2958984375,1,0,1029.2554911,29,29,2,3.32958984375,29,29,3724598836.06,3724598836.23,3656794141.91,44.36829,-124.9528,0.0,34.1043862429,29,29,internal_timestamp,506.239990234,29,29,912033,1447805341,5.43669986725,29,29,3656794141.91
"('46',)",33.2986984253,1,0,1029.24794757,29,29,2,3.32986984253,29,29,3724598836.06,3724598836.23,3656794152.91,44.36829,-124.9528,0.0,34.1042783097,29,29,internal_timestamp,504.730010986,29,29,913882,1447805352,5.44070005417,29,29,3656794152.91
"('47',)",33.3022003174,1,0,1029.24029441,29,29,2,3.33022003174,29,29,3724598836.06,3724598836.23,3656794162.92,44.36829,-124.9528,0.0,34.103710722,29,29,internal_timestamp,503.309997559,29,29,924062,1447805362,5.44589996338,29,29,3656794162.92
"('48',)",33.3097000122,1,0,1029.23150042,29,29,2,3.33097000122,29,29,3724598836.06,3724598836.23,3656794174.92,44.36829,-124.9528,0.0,34.1026442695,29,29,internal_timestamp,501.869995117,29,29,921778,1447805374,5.45609998703,29,29,3656794174.92
"('49',)",33.3135986328,1,0,1029.22528779,29,29,2,3.33135986328,29,29,3724598836.06,3724598836.23,3656794185.92,44.36829,-124.9528,0.0,34.1028474296,29,29,internal_timestamp,500.619995117,29,29,923782,1447805385,5.46089982986,29,29,3656794185.92
"('50',)",33.318901062,1,0,1029.21760816,29,29,2,3.3318901062,29,29,3724598836.06,3724598836.23,3656794196.92,44.36829,-124.9528,0.0,34.1018303505,29,29,internal_timestamp,499.339996338,29,29,917855,1447805396,5.46850013733,29,29,3656794196.92
"('51',)",33.3218002319,1,0,1029.21262299,29,29,2,3.33218002319,29,29,3724598836.06,3724598836.24,3656794207.92,44.36829,-124.9528,0.0,34.1025504608,29,29,internal_timestamp,498.220001221,29,29,922703,1447805407,5.47160005569,29,29,3656794207.92
"('52',)",33.3386001587,1,0,1029.2021554,29,29,2,3.33386001587,29,29,3724598836.06,3724598836.24,3656794218.92,44.36829,-124.9528,0.0,34.0992308519,29,29,internal_timestamp,497.160003662,29,29,916297,1447805418,5.49429988861,29,29,3656794218.92
"('53',)",33.3517990112,1,0,1029.19239309,29,29,2,3.33517990112,29,29,3724598836.06,3724598836.24,3656794229.92,44.36829,-124.9528,0.0,34.0976254465,29,29,internal_timestamp,495.799987793,29,29,922130,1447805429,5.51140022278,29,29,3656794229.92
"('54',)",33.3633003235,1,0,1029.18221668,29,29,2,3.33633003235,29,29,3724598836.06,3724598836.24,3656794240.92,44.36829,-124.9528,0.0,34.0963119368,29,29,internal_timestamp,494.239990234,29,29,924369,1447805440,5.52640008926,29,29,3656794240.92
"('55',)",33.3737983704,1,0,1029.172952,29,29,2,3.33737983704,29,29,3724598836.06,3724598836.24,3656794251.93,44.36829,-124.9528,0.0,34.0953234811,29,29,internal_timestamp,492.779998779,29,29,927778,1447805451,5.53989982605,29,29,3656794251.93
"('56',)",33.3804016113,1,0,1029.16397288,29,29,2,3.33804016113,29,29,3724598836.06,3724598836.24,3656794262.93,44.36829,-124.9528,0.0,34.0947282769,29,29,internal_timestamp,491.179992676,29,29,932576,1447805462,5.5486998558,29,29,3656794262.93
"('57',)",33.3863983154,1,0,1029.15685857,29,29,2,3.33863983154,29,29,3724598836.06,3724598836.24,3656794272.93,44.36829,-124.9528,0.0,34.0949499575,29,29,internal_timestamp,489.799987793,29,29,933517,1447805472,5.55590009689,29,29,3656794272.93
"('58',)",33.390499115,1,0,1029.14855769,29,29,2,3.3390499115,29,29,3724598836.06,3724598836.24,3656794284.93,44.36829,-124.9528,0.0,34.0946388463,29,29,internal_timestamp,488.209991455,29,29,932712,1447805484,5.56160020828,29,29,3656794284.93
"('59',)",33.3911018372,1,0,1029.1424375,29,29,2,3.33911018372,29,29,3724598836.06,3724598836.24,3656794295.94,44.36829,-124.9528,0.0,34.09476753,29,29,internal_timestamp,486.890014648,29,29,936412,1447805495,5.56279993057,29,29,3656794295.94
"('60',)",33.3900985718,1,0,1029.13723132,29,29,2,3.33900985718,29,29,3724598836.06,3724598836.24,3656794306.93,44.36829,-124.9528,0.0,34.094922302,29,29,internal_timestamp,485.709991455,29,29,930459,1447805506,5.56209993362,29,29,3656794306.93
"('61',)",33.4020996094,1,0,1029.12786778,29,29,2,3.34020996094,29,13,3724598836.06,3724598836.24,3656794316.93,44.36829,-124.9528,0.0,34.0924488248,29,29,internal_timestamp,484.570007324,29,29,930736,1447805516,5.57859992981,29,29,3656794316.93
"('62',)",33.4179000854,1,0,1029.11743893,29,29,2,3.34179000854,29,13,3724598836.06,3724598836.24,3656794327.93,44.36829,-124.9528,0.0,34.0904467048,29,29,internal_timestamp,483.230010986,29,29,934351,1447805527,5.59899997711,29,29,3656794327.93
"('63',)",33.4277992249,1,0,1029.10861367,29,29,2,3.34277992249,29,13,3724598836.06,3724598836.24,3656794338.94,44.36829,-124.9528,0.0,34.0894400859,29,29,internal_timestamp,481.850006104,29,29,937938,1447805538,5.61180019379,29,29,3656794338.94
"('64',)",33.4333992004,1,0,1029.10096266,29,29,2,3.34333992004,29,13,3724598836.06,3724598836.24,3656794350.93,44.36829,-124.9528,0.0,34.0885598924,29,29,internal_timestamp,480.559997559,29,29,933743,1447805550,5.61959981918,29,29,3656794350.93
"('65',)",33.4374008179,1,0,1029.09430988,29,29,2,3.34374008179,29,13,3724598836.06,3724598836.24,3656794361.94,44.36829,-124.9528,0.0,34.0881524728,29,29,internal_timestamp,479.339996338,29,29,935962,1447805561,5.6251001358,29,29,3656794361.94
"('66',)",33.4510993958,1,0,1029.08412755,29,29,2,3.34510993958,29,13,3724598836.06,3724598836.24,3656794372.94,44.36829,-124.9528,0.0,34.0860846889,29,29,internal_timestamp,478.0,29,29,938568,1447805572,5.64319992065,29,29,3656794372.94
"('67',)",33.4679985046,1,0,1029.07307135,29,29,2,3.34679985046,29,13,3724598836.06,3724598836.24,3656794382.94,44.36829,-124.9528,0.0,34.0833857189,29,29,internal_timestamp,476.700012207,29,29,938791,1447805582,5.66550016403,29,29,3656794382.94
"('68',)",33.4726982117,1,0,1029.06502062,29,29,2,3.34726982117,29,13,3724598836.06,3724598836.24,3656794394.94,44.36829,-124.9528,0.0,34.0834469021,29,29,internal_timestamp,475.109985352,29,29,936496,1447805594,5.67150020599,29,29,3656794394.94
"('69',)",33.476398468,1,0,1029.05708815,29,29,2,3.3476398468,29,13,3724598836.06,3724598836.24,3656794405.94,44.36829,-124.9528,0.0,34.0822588015,29,29,internal_timestamp,473.760009766,29,29,938765,1447805605,5.67749977112,29,29,3656794405.94
"('70',)",33.4780006409,1,0,1029.05078884,29,29,2,3.34780006409,29,13,3724598836.06,3724598836.24,3656794416.94,44.36829,-124.9528,0.0,34.0828609835,29,29,internal_timestamp,472.339996338,29,29,942471,1447805616,5.67939996719,29,29,3656794416.94
"('71',)",33.4777984619,1,0,1029.04463327,29,29,2,3.34777984619,29,13,3724598836.06,3724598836.24,3656794427.94,44.36829,-124.9528,0.0,34.0832253696,29,29,internal_timestamp,470.940002441,29,29,936116,1447805627,5.679500103,29,29,3656794427.94
"('72',)",33.4784011841,1,0,1029.03776368,29,29,2,3.34784011841,29,13,3724598836.06,3724598836.24,3656794438.94,44.36829,-124.9528,0.0,34.0829947605,29,29,internal_timestamp,469.529998779,29,29,941555,1447805638,5.68109989166,29,29,3656794438.94
"('73',)",33.4855003357,1,0,1029.02824617,29,29,2,3.34855003357,29,13,3724598836.06,3724598836.24,3656794449.95,44.36829,-124.9528,0.0,34.0819519962,29,29,internal_timestamp,467.920013428,29,29,947359,1447805649,5.69089984894,29,29,3656794449.95
"('74',)",33.4894981384,1,0,1029.01897952,29,29,2,3.34894981384,29,13,3724598836.06,3724598836.24,3656794460.94,44.36829,-124.9528,0.0,34.0807298814,29,29,internal_timestamp,466.299987793,29,29,940740,1447805660,5.69740009308,29,29,3656794460.94
"('75',)",33.4891014099,1,0,1029.01227229,29,29,2,3.34891014099,29,13,3724598836.06,3724598836.24,3656794471.95,44.36829,-124.9528,0.0,34.0809189673,29,29,internal_timestamp,464.809997559,29,29,946500,1447805671,5.69750022888,29,29,3656794471.95
"('76',)",33.4887008667,1,0,1029.0058895,29,29,2,3.34887008667,29,13,3724598836.06,3724598836.24,3656794482.95,44.36829,-124.9528,0.0,34.0809538986,29,29,internal_timestamp,463.420013428,29,29,949491,1447805682,5.69770002365,29,29,3656794482.95
"('77',)",33.4906997681,1,0,1028.99969785,29,29,2,3.34906997681,29,13,3724598836.06,3724598836.24,3656794493.95,44.36829,-124.9528,0.0,34.0810290729,29,29,internal_timestamp,462.140014648,29,29,953375,1447805693,5.70050001144,29,29,3656794493.95
"('78',)",33.4930000305,1,0,1028.9929248,29,29,2,3.34930000305,29,13,3724598836.06,3724598836.24,3656794504.96,44.36829,-124.9528,0.0,34.0808756354,29,29,internal_timestamp,460.790008545,29,29,956480,1447805704,5.70389986038,29,29,3656794504.96
"('79',)",33.4981002808,1,0,1028.98598394,29,29,2,3.34981002808,29,13,3724598836.06,3724598836.24,3656794515.96,44.36829,-124.9528,0.0,34.0807410094,29,29,internal_timestamp,459.489990234,29,29,957720,1447805715,5.71040010452,29,29,3656794515.96
"('80',)",33.4978981018,1,0,1028.97986159,29,29,2,3.34978981018,29,13,3724598836.06,3724598836.24,3656794526.95,44.36829,-124.9528,0.0,34.0809904358,29,29,internal_timestamp,458.119995117,29,29,948527,1447805726,5.71059989929,29,29,3656794526.95
"('81',)",33.5084991455,1,0,1028.96988018,29,29,2,3.35084991455,29,13,3724598836.06,3724598836.24,3656794537.95,44.36829,-124.9528,0.0,34.0787469443,29,29,internal_timestamp,456.760009766,29,29,950911,1447805737,5.72539997101,29,29,3656794537.95
"('82',)",33.5162010193,1,0,1028.96132352,29,29,2,3.35162010193,29,13,3724598836.06,3724598836.24,3656794548.95,44.36829,-124.9528,0.0,34.0778867609,29,29,internal_timestamp,455.339996338,29,29,953977,1447805748,5.73559999466,29,29,3656794548.95
"('83',)",33.5273017883,1,0,1028.95087523,29,29,2,3.35273017883,29,13,3724598836.06,3724598836.24,3656794559.96,44.36829,-124.9528,0.0,34.0759792434,29,29,internal_timestamp,453.829986572,29,29,957628,1447805759,5.75069999695,29,29,3656794559.96
"('84',)",33.5323982239,1,0,1028.94328967,29,29,2,3.35323982239,29,13,3724598836.06,3724598836.24,3656794570.95,44.36829,-124.9528,0.0,34.0763598029,29,29,internal_timestamp,452.290008545,29,29,949085,1447805770,5.75680017471,29,29,3656794570.95
"('85',)",33.5563011169,1,0,1028.92849275,29,29,2,3.35563011169,29,13,3724598836.06,3724598836.24,3656794581.96,44.36829,-124.9528,0.0,34.0724710549,29,29,internal_timestamp,450.649993896,29,29,962308,1447805781,5.78830003738,29,29,3656794581.96
"('86',)",33.564201355,1,0,1028.91977016,29,29,2,3.3564201355,29,13,3724598836.06,3724598836.24,3656794592.95,44.36829,-124.9528,0.0,34.0724283734,29,29,internal_timestamp,449.040008545,29,29,954927,1447805792,5.79799985886,29,29,3656794592.95
"('87',)",33.5761985779,1,0,1028.91094876,29,29,2,3.35761985779,29,29,3724598836.06,3724598836.25,3656794602.96,44.36829,-124.9528,0.0,34.0714289261,29,29,internal_timestamp,447.730010986,29,29,956461,1447805802,5.81309986115,29,29,3656794602.96
"('88',)",33.5988006592,1,0,1028.89703795,29,29,2,3.35988006592,29,29,3724598836.06,3724598836.25,3656794614.96,44.36829,-124.9528,0.0,34.0686076402,29,29,internal_timestamp,446.029998779,29,29,961906,1447805814,5.84210014343,29,29,3656794614.96
"('89',)",33.6017990112,1,0,1028.88965316,29,29,2,3.36017990112,29,13,3724598836.06,3724598836.25,3656794625.96,44.36829,-124.9528,0.0,34.0692708252,29,29,internal_timestamp,444.410003662,29,29,961349,1447805825,5.84560012817,29,29,3656794625.96
"('90',)",33.5996017456,1,0,1028.88385585,29,29,2,3.35996017456,29,13,3724598836.06,3724598836.25,3656794636.97,44.36829,-124.9528,0.0,34.069697157,29,29,internal_timestamp,443.010009766,29,29,969599,1447805836,5.84340000153,29,29,3656794636.97
"('91',)",33.5996017456,1,0,1028.87700564,29,29,2,3.35996017456,29,13,3724598836.06,3724598836.25,3656794647.97,44.36829,-124.9528,0.0,34.0699461131,29,29,internal_timestamp,441.489990234,29,29,966285,1447805847,5.8439002037,29,29,3656794647.97
"('92',)",33.6043014526,1,0,1028.86883434,29,29,2,3.36043014526,29,13,3724598836.06,3724598836.25,3656794657.96,44.36829,-124.9528,0.0,34.0691228451,29,29,internal_timestamp,440.049987793,29,29,964951,1447805857,5.85069990158,29,29,3656794657.96
"('93',)",33.6138000488,1,0,1028.8594787,29,29,2,3.36138000488,29,13,3724598836.06,3724598836.25,3656794669.96,44.36829,-124.9528,0.0,34.0685559752,29,29,internal_timestamp,438.459991455,29,29,958920,1447805869,5.8626999855,29,29,3656794669.96
"('94',)",33.6207008362,1,0,1028.85176947,29,29,2,3.36207008362,29,13,3724598836.06,3724598836.25,3656794680.96,44.36829,-124.9528,0.0,34.0679372376,29,29,internal_timestamp,437.149993896,29,29,963740,1447805880,5.87169981003,29,29,3656794680.96
"('95',)",33.6347999573,1,0,1028.84104908,29,29,2,3.36347999573,29,13,3724598836.06,3724598836.25,3656794691.97,44.36829,-124.9528,0.0,34.0651762944,29,29,internal_timestamp,435.850006104,29,29,969403,1447805891,5.89090013504,29,29,3656794691.97
"('96',)",33.6403007507,1,0,1028.83290371,29,29,2,3.36403007507,29,13,3724598836.06,3724598836.25,3656794702.96,44.36829,-124.9528,0.0,34.0646656139,29,29,internal_timestamp,434.380004883,29,29,963541,1447805902,5.8983001709,29,29,3656794702.96
"('97',)",33.6614990234,1,0,1028.82144765,29,29,2,3.36614990234,29,13,3724598836.06,3724598836.25,3656794712.96,44.36829,-124.9528,0.0,34.0618179697,29,29,internal_timestamp,433.170013428,29,29,964440,1447805912,5.92549991608,29,29,3656794712.96
"('98',)",33.6696014404,1,0,1028.81332537,29,29,2,3.36696014404,29,13,3724598836.06,3724598836.25,3656794723.97,44.36829,-124.9528,0.0,34.0604969291,29,29,internal_timestamp,431.950012207,29,29,969896,1447805923,5.93650007248,29,29,3656794723.97
"('99',)",33.6839981079,1,0,1028.8034696,29,29,2,3.36839981079,29,13,3724598836.06,3724598836.25,3656794735.97,44.36829,-124.9528,0.0,34.0577728953,29,29,internal_timestamp,430.839996338,29,29,966631,1447805935,5.95590019226,29,29,3656794735.97
"('100',)",33.6920013428,1,0,1028.79562674,29,29,2,3.36920013428,29,13,3724598836.06,3724598836.25,3656794746.97,44.36829,-124.9528,0.0,34.0556299287,29,29,internal_timestamp,429.839996338,29,29,970802,1447805946,5.96750020981,29,29,3656794746.97
"('101',)",33.6986999512,1,0,1028.78877188,29,29,2,3.36986999512,29,13,3724598836.06,3724598836.25,3656794756.97,44.36829,-124.9528,0.0,34.0539917192,29,29,internal_timestamp,428.910003662,29,29,971057,1447805956,5.97709989548,29,29,3656794756.97
"('102',)",33.7048988342,1,0,1028.77630084,29,29,2,3.37048988342,29,13,3724598836.06,3724598836.25,3656794767.97,44.36829,-124.9528,0.0,34.0478481837,29,29,internal_timestamp,427.649993896,29,29,974683,1447805967,5.99079990387,29,29,3656794767.97
"('103',)",33.7024002075,1,0,1028.7685542,29,29,2,3.37024002075,29,13,3724598836.06,3724598836.25,3656794778.98,44.36829,-124.9528,0.0,34.0463585874,29,29,internal_timestamp,426.200012207,29,29,978044,1447805978,5.99020004272,29,29,3656794778.98
